Consumo_ID;Reserva_ID;Data_Consumo;Categoria_Consumo;Item_Descricao;Quantidade;Valor_Unitario
CNS-52736181;RSV-09382925;2025-06-18;Spa;Circuito de Sauna;1;128,70
CNS-84403164;RSV-94813319;04-10-2025;Passeio;Passeio de Escuna;1;459,67
CNS-88896688;RSV-11237627;26.01.25;Restaurante;Porção de Petiscos;4;135,82
CNS-69894063;RSV-41289643;15/02/2026;Restaurante;Jantar Executivo;1;136,24
CNS-58751662;RSV-91896111;27/02/2026;Room Service;Sanduíche Club;4;53,70
CNS-63516109;RSV-72851010;04/10/2024;Frigobar;Refrigerante Lata;1;6,09
CNS-35407364;RSV-83340311;22/08/2025;Frigobar;Suco Natural;1;19,96
CNS-26343378;RSV-38474845;27/11/2025;Spa;Massagem Relaxante 50 min;1;140,37
CNS-15921511;RSV-64215175;22/11/2025;Room Service;Tábua de Frios;2;73,16
CNS-56334622;RSV-53330554;24-12-2024;Frigobar;Suco Natural;2;11,19
CNS-25443204;RSV-04765458;08/07/2025;Restaurante;Jantar Executivo;3;110,31
CNS-88068775;RSV-66809219;25/09/2025;Estacionamento;Valet;1;47,24
CNS-60961485;RSV-77951662;05-04-2025;Estacionamento;Valet;3;47,66
CNS-71985479;RSV-93199388;14.03.25;Estacionamento;Valet;1;51,27
CNS-71071622;RSV-56764583;2024-07-11;passeio;Passeio de Teleférico;1;160,23
CNS-18082825;RSV-07307052;18/04/2026;Room Service;Tábua de Frios;1;86,77
CNS-82479353;RSV-31927376;01-11-2024;Frigobar;Suco Natural;4;20,27
CNS-55204370;RSV-99621181;14/12/2024;Estacionamento;Valet;1;32,92
CNS-11576295;RSV-31583847;20/12/2024;Passeio;Trilha ao Mirante;4;279,48
CNS-56304570;RSV-14991169;22/05/2026;Frigobar;Refrigerante Lata;1;11,74
CNS-77818509;RSV-12066112;15/12/2024;Estacionamento;Diária de Estacionamento;1;43,61
CNS-64589562;RSV-95980213;12/04/2026;Passeio;Noite de Fondue;1;294,85
CNS-12029480;RSV-77973297;08/04/2026;Room Service;Sanduíche Club;1;42,55
CNS-72952038;RSV-30807159;2024-09-01;Frigobar;Água Mineral 500 ml;1;15,78
CNS-34244156;RSV-60425374;17/06/2025;Passeio;Aula de Stand-Up Paddle;4;289,89
CNS-84230077;RSV-96518004;06-04-2025;Room Service;Tábua de Frios;2;81,19
CNS-29465688;RSV-63903735;09/07/2025;Restaurante;Sobremesa da Casa;2;64,58
CNS-30344383;RSV-61901304;23/11/2024;Lavanderia;Lavagem de Peça;2;29,06
CNS-75386392;RSV-17040773;03/12/2024;Passeio;Passeio de Teleférico;1;123,52
CNS-92944212;RSV-63621710;26/10/2024;Passeio;Flutuação em Rio Cristalino;1;207,38
CNS-21799616;RSV-80189494;26/09/2024;Frigobar;Suco Natural;2;23,34
CNS-77704928;RSV-66140818;29-07-2024;Estacionamento;Valet;2;40,04
CNS-85351847;RSV-98682498;02/11/2025;Frigobar;Suco Natural;1;16,07
CNS-10968723;RSV-38411351;19-02-2026;Restaurante;Almoço Buffet;1;48,38
CNS-12121085;RSV-92725326;16/01/2026;Restaurante;Porção de Petiscos;4;108,35
CNS-43046953;RSV-66368803;24/08/2024;Estacionamento;Diária de Estacionamento;1;52,93
CNS-75675046;RSV-94182787;10/02/2026;Estacionamento;Diária de Estacionamento;2;46,24
CNS-60814118;RSV-65324840;25/02/2026;Restaurante;Taça de Vinho Tinto;1;68,89
CNS-65959643;RSV-43765030;07/02/2025;Passeio;Passeio de Teleférico;1;403,08
CNS-03555865;RSV-92455300;21/02/2025;Frigobar;Refrigerante Lata;3;14,26
CNS-63300915;RSV-30499275;28/02/2026;Frigobar;Cerveja Long Neck;1;19,41
CNS-27803417;RSV-37794562;24/11/2025;Room Service;Sanduíche Club;1;27,44
CNS-22822296;RSV-29016863;04/08/2024;Room Service;Omelete com Salada;3;50,66
CNS-78811248;RSV-64954484;30/05/2025;Restaurante;Porção de Petiscos;4;81,80
CNS-31035123;RSV-14058043;11/08/2025;Restaurante;Jantar Executivo;3;62,18
CNS-47154059;RSV-32323971;17-10-2024;Frigobar;Água Mineral 500 ml;1;21,75
CNS-92410432;RSV-19259124;31/01/2026;Restaurante;Jantar Executivo;1;28,59
CNS-43897140;RSV-60349771;28/11/2025;Estacionamento;Valet;1;R$ 46,83
CNS-89263712;RSV-94757429;2026-06-22;Spa;Circuito de Sauna;1;149,84
CNS-10312902;RSV-20659030;16.03.25;Restaurante;Taça de Vinho Tinto;1;87,68
CNS-16647427;RSV-98019386;15/03/2025;Passeio;Aula de Stand-Up Paddle;3;296,63
CNS-94370087;RSV-86412280;27/02/2026;Estacionamento;Diaria de Estacionamento;4;36,17
CNS-06451250;RSV-63229204;07/06/2025;Spa;Tratamento Facial;1;342,68
CNS-65677528;RSV-84136800;21/06/2026; Spa;Tratamento Facial;3;412,76
CNS-35632800;RSV-68508455;08/02/2025;Lavanderia;Passadoria Express;2;31,20
CNS-65301406;RSV-15026256;07-11-2025;Room Service;Café da Manhã no Quarto;2;42,94
CNS-28088440;RSV-64645659;12.03.25;Room Service;Omelete com Salada;1;78,50
CNS-32688755;RSV-63661488;08-06-2025;Frigobar;Suco Natural;2;23,98
CNS-85204938;RSV-45214504;19/06/2026;Spa;Massagem Relaxante 50 min;2;290,18
CNS-90706700;RSV-85787615;26/07/2025;Frigobar;Água Mineral 500 ml;1;19,32
CNS-23751898;RSV-45507999;23/09/2025;Spa;Circuito de Sauna;1;342,60
CNS-97556677;RSV-42625549;08/05/2026;Spa;Massagem Relaxante 50 min;1;157,39
CNS-44273332;RSV-58360096;18/06/2026;Passeio;Passeio de Escuna;2;227,25
CNS-23947371;RSV-36700031;07/01/2026;Restaurante;Taça de Vinho Tinto;1;30,92
CNS-62763322;RSV-87185534;13/01/2025;Restaurante;Sobremesa da Casa;1;66,76
CNS-72887431;RSV-91065034;27/04/2026;Restaurante;Taça de Vinho Tinto;1;135,67
CNS-74763297;RSV-36987306;26/09/2025;Passeio;Aula de Stand-Up Paddle;1;165,76
CNS-20805286;RSV-50341708;18/04/2026;Room Service;Café da Manhã no Quarto;1;86,60
CNS-78357536;RSV-16506553;25/03/2025;Spa;Massagem Relaxante 50 min;2;285,56
CNS-80216954;RSV-03064159;17/02/2025;Restaurante;Risoto de Camarão;1;38,18
CNS-03736930;RSV-51631342;21/02/2025;Passeio;Passeio de Escuna;1;265,88
CNS-05581073;RSV-47056088;27/06/2026;Estacionamento;Diária de Estacionamento;2;43,56
CNS-21089676;RSV-23623524;02/09/2024;frigobar;Água Mineral 500 ml;2;19,39
CNS-56942073;RSV-02767537;01/03/2026;Room Service;Sanduíche Club;1;77,66
CNS-22677507;RSV-58913636;02/06/2026;Lavanderia;Lavagem de Peça;2;29,58
CNS-00922980;RSV-19282175;08/12/2024;Restaurante;Almoço Buffet;1;59,73
CNS-03419282;RSV-61937417;15/12/2025;Passeio;Aula de Stand-Up Paddle;2;92,68
CNS-24028961;RSV-90870069;2026-02-21;Spa;Tratamento Facial;4;336,16
CNS-09176590;RSV-14634666;19-05-2026;Frigobar;Chocolate;1;24,46
CNS-54548447;RSV-06192448;22/10/2024;Frigobar;Chocolate;3;20,79
CNS-36984319;RSV-44571037;25/02/2025;Estacionamento;Diária de Estacionamento;1;56,94
CNS-27909993;RSV-09347333;20/04/2026;Passeio;Trilha ao Mirante;2;442,71
CNS-93149436;RSV-78564487;23-01-2025;Room Service;Omelete com Salada;1;41,44
CNS-15411517;RSV-76589073;2026-04-18;Passeio;Aula de Stand-Up Paddle;3;297,86
CNS-79255945;RSV-13654241;06.12.24;Estacionamento;Valet;1;48,80
CNS-86576982;RSV-27859300;16/02/2026;Restaurante;Pizza Margherita;1;135,60
CNS-71037166;RSV-80238994;29/09/2025;Restaurante;Pizza Margherita;2;43,87
CNS-51277337;RSV-86425345;2024-11-27;Lavanderia;Lavagem a Seco;2;25,32
CNS-71056270;RSV-44546588;30/01/2026;Passeio;Passeio de Teleférico;2;91,91
CNS-30678069;RSV-41446346;08/03/2026;Passeio;Passeio de Teleférico;1;217,28
CNS-81926164;RSV-01615972;17/05/2025;Spa;Tratamento Facial;2;331,12
CNS-46326334;RSV-47270586;06/11/2025;Passeio;Mergulho com Cilindro;1;222,50
CNS-55715289;RSV-87698086;2025-03-28;Passeio;Passeio de Buggy;1;328,26
CNS-75631059;RSV-90773935;24/05/2025;Frigobar;Refrigerante Lata;4;23,78
CNS-21305377;RSV-90735394;23.12.25;Passeio;Mergulho com Cilindro;1;432,02
CNS-30783354;RSV-60025814;16.05.26;Restaurante;Almoço Buffet;1;81,36
CNS-37099964;RSV-07939717;18.05.26;Spa;Circuito de Sauna;1;173,47
CNS-42416838;RSV-90234419;29/04/2025;Frigobar;Cerveja Long Neck;1;11,40
CNS-49912388;RSV-32263281;25/09/2024;Estacionamento;Diária de Estacionamento;1;33,77
CNS-17505844;RSV-12101681;15-12-2025;Room Service;Sanduíche Club;3;33,61
CNS-99233407;RSV-36531490;11/10/2025;Restaurante;Risoto de Camarão;1;124,79
CNS-77766374;RSV-77807953;27/07/2024;Restaurante;Risoto de Camarão;1;79,77
CNS-82214383;RSV-45589976;16/03/2025;Spa  ;Massagem Relaxante 50 min;3;220,89
CNS-75268542;RSV-58285865;04/03/2025;Restaurante;Taça de Vinho Tinto;1;107,92
CNS-99889483;RSV-79157104;29/10/2024;Passeio;Passeio de Escuna;2;270,58
CNS-10031920;RSV-84278387;19/08/2025;Spa;Circuito de Sauna;1;313,39
CNS-15326990;RSV-84270530;30.08.24;Passeio;Trilha ao Mirante;1;348,76
CNS-20527170;RSV-14971247;26/11/2025;Spa;Tratamento Facial;2;370,29
CNS-14130210;RSV-87999708;2025-04-07;Room Service;Omelete com Salada;2;57,99
CNS-28185397;RSV-58697588;20/10/2024;Passeio;Mergulho com Cilindro;2;449,94
CNS-66808600;RSV-96274502;02/12/2024;Frigobar;Água Mineral 500 ml;1;14,77
CNS-35211524;RSV-81684274;06/07/2024;Frigobar;Refrigerante Lata;1;13,79
CNS-80550749;RSV-18571484;07/03/2026;Frigobar;Cerveja  Long Neck;3;24,39
CNS-92085875;RSV-20987566;21/07/2025;Spa;Day Use Spa;1;272,98
CNS-41452156;RSV-24328113;21/04/2025;Spa;Circuito de Sauna;2;294,55
CNS-34109953;RSV-35390404;23/02/2025;Frigobar;Cerveja Long Neck;1;17,76
CNS-72473602;RSV-72631082;21/02/2026;Room Service;Sanduíche Club;1;62,90
CNS-61704983;RSV-24393151;20/02/2026;Estacionamento;Valet;2;52,42
CNS-73009975;RSV-51984148;15/07/2024;Spa;Massagem Relaxante 50 min;1;385,99
CNS-53116282;RSV-23800691;05/05/2025;Passeio;Mergulho com Cilindro;1;266,76
CNS-61538529;RSV-84639920;2025-09-18;Restaurante;Sobremesa da Casa;3;59,58
CNS-07097418;RSV-07788403;06/02/2025;Restaurante;Taça de Vinho Tinto;1;44,16
CNS-55969132;RSV-56958165;06-05-2025;Passeio;Passeio de Barco no Rio;4;220,80
CNS-00449792;RSV-62349318;02/01/2025;Estacionamento;Diaria de Estacionamento;1;58,58
CNS-27374442;RSV-47162224;2025-03-03;frigobar;Cerveja Long Neck;2;13,10
CNS-56368218;RSV-70297032;24/10/2025;Restaurante;Sobremesa da Casa;2;88,21
CNS-23630664;RSV-47178544;26/08/2025;Restaurante;Sobremesa da Casa;1;72,29
CNS-38692807;RSV-13013141;08-06-2025;Estacionamento;Diaria de Estacionamento;4;49,32
CNS-90609111;RSV-99907934;23/11/2025;Estacionamento;Valet;3;37,93
CNS-84318378;RSV-13654241;04/12/2024;Spa;Massagem Relaxante 50 min;2;137,98
CNS-01292019;RSV-50771693;17/11/2025;Passeio;Tour de Vinícolas;1;139,48
CNS-82410094;RSV-98499197;23/05/2026;Room Service;Omelete com Salada;1;67,74
CNS-81223261;RSV-04635414;05/01/2025;Restaurante;Almoço Buffet;3;35,98
CNS-32492202;RSV-44048579;07/02/2026;Room Service;Sanduíche Club;1;85,13
CNS-08778143;RSV-81208919;2026-03-11;Restaurante;Pizza Margherita;1;34,48
CNS-44583121;RSV-55796439;31/03/2025;Restaurante;Jantar Executivo;1;102,83
CNS-58565056;RSV-28630607;27.04.25;Restaurante;Sobremesa da Casa;1;108,72
CNS-27341775;RSV-23109400;21/01/2025;Lavanderia;Lavagem a Seco;4;41,98
CNS-40610253;RSV-82629943;27/06/2025;Restaurante;Porção de Petiscos;3;97,12
CNS-22573799;RSV-96693690;21.09.25;Lavanderia;Passadoria Express;1;20,39
CNS-24224383;RSV-82603393;23/11/2025;Lavanderia;Lavagem a Seco;1;16,07
CNS-44949755;RSV-53125647;15/06/2025;Restaurante;Jantar Executivo;1;97,98
CNS-24795107;RSV-23894137;12/06/2026;Passeio;Flutuação em Rio Cristalino;2;479,94
CNS-51661047;RSV-56983809;14/12/2024;Restaurante;Jantar Executivo;2;139,57
CNS-18887856;RSV-14832084;09/06/2025;Frigobar;Mix de Castanhas;1;11,59
CNS-81099804;RSV-19850166;08/07/2024;Lavanderia;Passadoria Express;1;18,16
CNS-07069939;RSV-81300116;2025-12-14;Spa;Day Use Spa;1;207,27
CNS-79456073;RSV-65446764;30/01/2025;Room Service;Sanduíche Club;1;68,01
CNS-44456563;RSV-30648141;25/01/2026;Passeio;Flutuação em Rio Cristalino;2;144,08
CNS-30878007;RSV-09249328;31/10/2025;Frigobar;Mix de Castanhas;4;23,32
CNS-23941561;RSV-69977411;20.11.25;Passeio;Passeio de Buggy;1;155,00
CNS-46138988;RSV-64552367;02-05-2026;Restaurante;Almoço Buffet;1;134,60
CNS-96354819;RSV-72056931;07-02-2026;Spa;Massagem Relaxante 50 min;2;276,27
CNS-75235198;RSV-11562478;22/07/2024;Estacionamento;Valet;1;40,46
CNS-40448132;RSV-15399684;17/01/2026;Estacionamento;Diária de Estacionamento;1;30,81
CNS-90407293;RSV-67861215;19/09/2025;Restaurante;Pizza Margherita;1;101,16
CNS-21887746;RSV-04869189;01/09/2025;Spa;Day Use Spa;3;252,22
CNS-64632796;RSV-45707662;13/12/2025;Frigobar;Mix de Castanhas;1;7,54
CNS-13080638;RSV-41877270;10/11/2024;Passeio;Aula de Stand-Up Paddle;1;174,86
CNS-83033451;RSV-50144028;21/05/2026;Room Service;Café da Manhã no Quarto;2;80,15
CNS-15358159;RSV-02039787;27/02/2026;Lavanderia; Lavagem de Peça;1;21,41
CNS-42726823;RSV-50544909;15-02-2026;Lavanderia;Passadoria Express;2;34,65
CNS-09469100;RSV-58105374;04/11/2024;Room Service;Omelete com Salada;4;84,42
CNS-75026796;RSV-22329362;30.04.26;Spa;Tratamento Facial;3;358,66
CNS-08376573;RSV-37300958;12/02/2026;Frigobar;Mix de Castanhas;1;11,80
CNS-40334507;RSV-39240177;25/12/2024;Frigobar;Suco Natural;1;15,45
CNS-68543402;RSV-21226364;06/08/2025;Lavanderia;Lavagem de Peça;4;27,32
CNS-00411662;RSV-80866964;25-03-2025; Room Service;Tábua de Frios;2;85,37
CNS-06068289;RSV-19028847;18/09/2024;Restaurante;Pizza Margherita;1;102,58
CNS-77186519;RSV-61278959;13/06/2026;Restaurante;Taça de Vinho Tinto;1;R$ 57,84
CNS-73874140;RSV-11429068;22/02/2026;Frigobar;Refrigerante Lata;1;21,64
CNS-66347117;RSV-65839231;07/05/2026;Restaurante;Pizza Margherita;1;56,81
CNS-68381767;RSV-67914581;28/11/2025;Estacionamento;Diária de Estacionamento;2;47,01
CNS-20881453;RSV-35494731;29/03/2026;Spa;Tratamento Facial;2;322,52
CNS-55753447;RSV-31639051;03/12/2025;Passeio;Aula de Stand-Up Paddle;1;353,97
CNS-58991552;RSV-03006678;2025-11-16;Frigobar;Cerveja Long Neck;2;17,45
CNS-28757239;RSV-42399249;2026-04-26;Spa;Day Use Spa;4;238,92
CNS-94179537;RSV-09385867;19/07/2025;Frigobar;Suco Natural;1;27,08
CNS-73510169;RSV-76955077;14/10/2025;Restaurante;Almoço Buffet;2;121,34
CNS-99421630;RSV-19288320;24/05/2026;Restaurante;Taça de Vinho Tinto;1;111,56
CNS-55199517;RSV-86316145;20/09/2024;Frigobar;Refrigerante Lata;1;8,27
CNS-05333438;RSV-53061379;02/01/2026;Spa;Circuito de Sauna;1;391,50
CNS-29377381;RSV-61435450;06/04/2026;Restaurante;ALMOÇO BUFFET;2;83,47
CNS-36230007;RSV-64345477;2026-01-29;Spa;Circuito de Sauna;1;174,38
CNS-31473066;RSV-92794928;2025-01-21;Frigobar;Suco Natural;2;19,67
CNS-53583506;RSV-17156589;01-05-2026;Spa;Circuito de Sauna;1;307,51
CNS-64402839;RSV-97083285;23/02/2025;Passeio;Noite de Fondue;2;379,41
CNS-01430617;RSV-31220868;18/02/2026;Estacionamento;Valet;1;45,21
CNS-00517777;RSV-21712965;06-01-2026;Estacionamento;Diária de Estacionamento;2;43,31
CNS-47917399;RSV-64856310;09/12/2024;Restaurante;Almoço Buffet;4;104,80
CNS-98655952;RSV-81953486;17/06/2025;Room Service;Tábua de Frios;1;R$ 52,87
CNS-53770867;RSV-58985561;01/01/2026;Passeio;Noite de Fondue;2;471,61
CNS-00407819;RSV-59547937;05-07-2025;Passeio;Passeio de Escuna;2;276,16
CNS-23761564;RSV-53318596;28/06/2026;Spa;Massagem Relaxante 50 min;1;360,97
CNS-32207129;RSV-66790875;23/04/2025;Estacionamento;Diária de Estacionamento;2;59,67
CNS-42299948;RSV-26800765;22/06/2026;Restaurante;Almoço Buffet;1;51,36
CNS-40993117;RSV-16304910;02/01/2026;Spa;Massagem Relaxante 50 min;2;161,61
CNS-42385019;RSV-91936939;01/03/2026;Room  Service;Sanduíche Club;2;26,49
CNS-02722103;RSV-08711076;20/06/2026;Restaurante;Porção de Petiscos;3;63,91
CNS-89405341;RSV-58394905;2025-12-12;Passeio;noite de fondue;3;175,45
CNS-22862371;RSV-46109920;06-12-2025;Passeio;Tour de Vinícolas;1;105,32
CNS-65955192;RSV-29263809;15/01/2026;Estacionamento;Diária de Estacionamento;1;29,68
CNS-56546151;RSV-49389064;30/01/2025;Passeio;Tour de Vinícolas;1;416,68
CNS-08721043;RSV-58304743;21/06/2025;Restaurante;Porção de Petiscos;1;61,88
CNS-95035698;RSV-05229887;21/03/2026;Restaurante;Porção de Petiscos;3;54,34
CNS-52225033;RSV-35086098;01.02.25;Passeio;Noite de Fondue;1;458,96
CNS-26297277;RSV-92589655;28/02/2025;Room Service;Sanduíche Club;1;71,73
CNS-68541447;RSV-58906749;28/02/2025;Frigobar;Água Mineral 500 ml;1;24,72
CNS-25104864;RSV-58184354;05/10/2025;Restaurante;Jantar Executivo;2;76,26
CNS-69115852;RSV-62429461;14/02/2025;Spa;Tratamento Facial;1;395,46
CNS-99721873;RSV-89258651;01-02-2025;Restaurante;Almoço Buffet;1;30,94
CNS-68069835;RSV-28495303;23-03-2025;Spa;Circuito de Sauna;3;144,64
CNS-80376156;RSV-60413581;08/02/2025;Passeio;Passeio de Teleférico;1;280,37
CNS-11519219;RSV-87945406;30.01.25;Frigobar;Mix de Castanhas;3;25,66
CNS-43445382;RSV-95774292;03/02/2026;Room Service;Sanduíche Club;2;53,74
CNS-93041199;RSV-56903331;11-03-2025;Lavanderia;Passadoria Express;1;18,91
CNS-93384425;RSV-58330981;20/06/2025;Frigobar;Suco Natural;1;7,98
CNS-42925582;RSV-26414440;11/09/2025;Restaurante;Sobremesa da Casa;4;97,48
CNS-61482076;RSV-46034125;15/01/2026;Passeio;Mergulho com Cilindro;1;402,88
CNS-85430969;RSV-37557293;15/04/2026;Restaurante;Almoço Buffet;1;55,41
CNS-21293647;RSV-72688435;31/05/2025;Passeio;Aula de Stand-Up Paddle;3;108,09
CNS-02076353;RSV-30647589;01-09-2025;Frigobar;Cerveja Long Neck;4;23,67
CNS-16694195;RSV-95612939;23/02/2025;Room Service;Café da Manhã no Quarto;3;39,20
CNS-86560270;RSV-72336582;2025-04-08;Estacionamento;Diária de Estacionamento;2;39,00
CNS-26158217;RSV-53686565;01/06/2026;Frigobar;Chocolate;1;16,14
CNS-47248473;RSV-34604214;22/08/2024;Passeio;Passeio de Escuna;2;281,61
CNS-20052693;RSV-64487277;29/03/2026;Room Service;sanduíche club;1;35,26
CNS-91323669;RSV-11795643;27/09/2025;Spa;Day Use Spa;1;258,40
CNS-05004067;RSV-34646209;01/06/2025;Frigobar;Cerveja Long Neck;3;23,25
CNS-33300136;RSV-77877350;22/04/2025;Room Service;Tábua de Frios;2;43,92
CNS-45813882;RSV-75556386;16/04/2025;Lavanderia;Lavagem a Seco;4;41,66
CNS-82417873;RSV-33870275;26/08/2025;Restaurante;Pizza Margherita;2;68,11
CNS-72511853;RSV-82701439;01/06/2026;Lavanderia;Lavagem de Peça;2;29,22
CNS-30857772;RSV-73486153;08.04.26;Spa;Massagem Relaxante 50 min;4;409,80
CNS-96012087;RSV-98528667;19/05/2025;Spa;Circuito de Sauna;1;298,05
CNS-01657626;RSV-27130610;26/10/2025;Frigobar;Chocolate;2;R$ 20,26
CNS-69756986;RSV-47105976;19/10/2025;Restaurante;Jantar Executivo;1;71,15
CNS-17407109;RSV-37990867;25/02/2025;Passeio;Passeio de Escuna;1;336,40
CNS-65196673;RSV-68779364;06/06/2026;Passeio;Passeio de Escuna;1;442,25
CNS-66393094;RSV-92185235;23/11/2024;Restaurante;Jantar Executivo;1;88,99
CNS-12224106;RSV-45904493;11/08/2025;Spa;Day Use Spa;4;155,15
CNS-90002028;RSV-97565106;11/08/2024;Frigobar;Suco Natural;1;6,59
CNS-54275434;RSV-94918762;31/10/2025;Restaurante;Risoto de Camarão;1;36,86
CNS-68557200;RSV-04939424;04/01/2025;Estacionamento;Diária de Estacionamento;1;52,50
CNS-18875422;RSV-48858325;19/08/2024;Restaurante;Jantar Executivo;2;50,24
CNS-91429445;RSV-40117805;02/08/2025;Room Service;Omelete com Salada;1;72,94
CNS-96385818;RSV-90711636;29/09/2024;Restaurante;Jantar Executivo;4;114,57
CNS-74964668;RSV-46971553;22/12/2025;Passeio;Aula de Stand-Up Paddle;4;442,10
CNS-13496067;RSV-06735451;05/01/2025;Room Service;Sanduíche Club;3;87,28
CNS-82120536;RSV-35119238;05/10/2024;Lavanderia;Passadoria Express;1;12,81
CNS-69300207;RSV-59865219;12/05/2026;Restaurante;Jantar Executivo;1;80,55
CNS-01844317;RSV-49361881;05/06/2026;Restaurante;Risoto de Camarão;4;124,11
CNS-95363326;RSV-61093406;10/06/2026;Spa;Tratamento Facial;1;232,50
CNS-25259514;RSV-33844828;15/02/2025;Room Service;Omelete com Salada;1;58,93
CNS-54299186;RSV-59295075;16/12/2025;Room Service;Café da Manhã no Quarto;1;31,94
CNS-83387221;RSV-71595600;19/07/2025;Lavanderia;Lavagem a Seco;1;30,32
CNS-47268045;RSV-85641534;07.06.25;Estacionamento;Diária de Estacionamento;1;32,47
CNS-67666824;RSV-45510788;01/04/2025;Frigobar;Água Mineral 500 ml;2;24,76
CNS-68954304;RSV-53477039;26/02/2025;Restaurante;Risoto de Camarão;3;115,36
CNS-94739521;RSV-50642496;12/04/2026;Frigobar;Refrigerante Lata;1;9,57
CNS-50606177;RSV-29093809;19/09/2024;Room Service;Tábua de Frios;1;71,89
CNS-07607378;RSV-52762390;21/06/2025;Restaurante;Almoço Buffet;1;120,88
CNS-11963305;RSV-07163517;29/08/2024;Room Service;Sanduíche Club;1;28,65
CNS-58372547;RSV-47459215;17-05-2026;Frigobar;Água Mineral 500 ml;1;10,49
CNS-27610450;RSV-80620009;10/11/2024;Lavanderia;Lavagem a Seco;1;18,18
CNS-69693715;RSV-85087634;27/07/2025;Room Service;Tábua de Frios;2;40,09
CNS-75191419;RSV-27979260;24/06/2026;Restaurante;Taça de Vinho Tinto;1;86,63
CNS-38373724;RSV-00249807;24.11.25;Estacionamento;VALET;2;32,56
CNS-49189991;RSV-40063500;28/03/2025;restaurante;Risoto de Camarão;1;34,32
CNS-72417021;RSV-03710130;08/03/2026;Frigobar;Mix de Castanhas;1;23,96
CNS-70825778;RSV-26859663;02/01/2026;Restaurante;Taça de Vinho Tinto;1;113,85
CNS-89364913;RSV-58352582;13.09.25;Restaurante;Jantar Executivo;2;86,72
CNS-91287896;RSV-05021875;18/12/2025;Lavanderia;Lavagem a Seco;1;18,46
CNS-77218306;RSV-24263812;09/12/2025;Restaurante;Porção de Petiscos;1;91,63
CNS-46929174;RSV-75212876;13.05.26;Restaurante;Pizza Margherita;1;118,39
CNS-45303948;RSV-33571493;20/10/2024;Frigobar;Mix de Castanhas;2;10,45
CNS-05629496;RSV-07599174;29/11/2024;Estacionamento;Diária de Estacionamento;3;26,90
CNS-41652177;RSV-75336551;25.10.24;Restaurante;Risoto de Camarão;1;29,21
CNS-57974023;RSV-24479136;07/08/2025;Passeio;Trilha ao Mirante;1;435,93
CNS-72084758;RSV-59810447;07-04-2025;Restaurante;Sobremesa da Casa;3;36,05
CNS-79292845;RSV-68935874;09/12/2024;Room Service;Tábua de Frios;1;26,99
CNS-79477921;RSV-64284194;14/06/2026;Passeio;Aula de Stand-Up Paddle;2;386,18
CNS-70271100;RSV-13916173;23/12/2024;Estacionamento;Diária de Estacionamento;1;26,30
CNS-63192965;RSV-59843740;22/08/2025;Estacionamento;Valet;3;30,95
CNS-97290615;RSV-55297329;12.08.24;Restaurante;Risoto de Camarão;2;63,74
CNS-33839341;RSV-89172170;23/09/2025;Estacionamento;Valet;3;43,00
CNS-00256369;RSV-83244519;30-01-2026;FRIGOBAR;Chocolate;2;23,68
CNS-80344979;RSV-63149993;11/11/2025;Estacionamento;Diária de Estacionamento;1;47,09
CNS-89471471;RSV-34497621;17/08/2024;Frigobar;Refrigerante Lata;3;11,80
CNS-84301457;RSV-57497193;20/09/2025;Frigobar;Chocolate;2;11,72
CNS-23968330;RSV-87410782;24/09/2024;Room Service;Tábua de Frios;2;R$ 36,83
CNS-07395898;RSV-16866972;19/10/2024;Passeio;Aula de Stand-Up Paddle;2;409,76
CNS-09580893;RSV-43686795;2025-12-15;Lavanderia;Lavagem a Seco;2;23,74
CNS-82875241;RSV-78094119;07/02/2025;frigobar;Cerveja Long Neck;3;20,91
CNS-55881721;RSV-93771530;2025-10-26;Room Service;Omelete com Salada;2;32,09
CNS-84330884;RSV-09023495;04/10/2025;Frigobar;Chocolate;1;17,31
CNS-47765014;RSV-18943311;29/08/2024;Lavanderia;Lavagem de Peça;4;35,89
CNS-03011034;RSV-51797574;12/01/2025;Frigobar;Água Mineral 500 ml;1;18,18
CNS-60269940;RSV-76886466;17/06/2026;Estacionamento;Valet;1;42,44
CNS-38703941;RSV-93530952;26/05/2025;Restaurante;Sobremesa da Casa;3;67,55
CNS-69862776;RSV-43700002;2025-10-20;Restaurante;Jantar Executivo;3;74,19
CNS-16247193;RSV-96562872;01/06/2025;Passeio;Aula de Stand-Up Paddle;4;464,08
CNS-86893551;RSV-62129165;03-08-2025;Lavanderia;Passadoria Express;1;33,43
CNS-32583779;RSV-20453078;03.03.26;Room Service;Café da Manhã no Quarto;1;44,57
CNS-97323955;RSV-59616834;24.08.25;Lavanderia;Passadoria Express;1;30,36
CNS-24301948;RSV-47804812;12/09/2025;Frigobar;Mix de Castanhas;1;7,95
CNS-29199841;RSV-27163847;08/06/2026;Spa;Massagem Relaxante 50 min;2;218,64
CNS-13516589;RSV-85004830;21/02/2026;Spa;Massagem Relaxante 50 min;2;212,02
CNS-69991018;RSV-56133113;02/11/2024;Spa;Massagem Relaxante 50 min;2;348,48
CNS-64881425;RSV-95421288;08/10/2025;Estacionamento;Valet;3;39,76
CNS-67476824;RSV-59218102;17/08/2025;Estacionamento;Valet;1;43,16
CNS-69328895;RSV-59627227;18/06/2025;Restaurante;Sobremesa da Casa;3;116,28
