Chamado_ID;Quarto_ID;Funcionario_ID;Tipo_Chamado;Prioridade;Data_Abertura;Data_Fechamento;Avaliacao_Atendimento
CHM-6567053;QRT-12128;FUN-39946;Hidraulica;Alta;08-11-2025;08/11/2025 15:08;3
CHM-5011612;QRT-32164;FUN-19473;Wi-Fi;Baixa;09.04.25;10/04/2025 23:07;1
CHM-9403627;QRT-15710;FUN-57664;Hidráulica;Alta;24/05/2026 09:22;24/05/2026 11:16;4
CHM-8969781;QRT-89068;FUN-12576;Limpeza Extra;alta;06/07/2024 17:57;06/07/2024 18:17;5
CHM-5814925;QRT-47802;FUN-23286;TV / Controle;Baixa;2025-10-03;04/10/2025 05:50;5
CHM-9700308;QRT-08799;FUN-32345;limpeza extra;BAIXA;21/09/2024 08:03;21/09/2024 20:14;5
CHM-1478681;QRT-48327;FUN-86199;Limpeza Extra;Média;27.07.24;27/07/2024 15:57;4
CHM-2248200;QRT-51351;FUN-02909;Limpeza Extra;Média;2024-08-16;16/08/2024 22:18;5
CHM-5811072;QRT-27833;FUN-15867;Hidráulica;Média;2025-10-01;02/10/2025 04:07;5
CHM-3527894;QRT-31042;FUN-02909;TV / Controle;Baixa;22/01/2025 09:46;22-01-2025;5
CHM-6946637;QRT-20055;FUN-65780;Fechadura Eletrônica;Baixa;2026-04-13;14/04/2026 02:14;5
CHM-5039164;QRT-63609;FUN-89330;fechadura eletrônica;Média;02/02/2025 21:12;02/02/2025 23:14;4
CHM-1127396;QRT-04414;FUN-37715;Ar-condicionado;Alta;03/08/2024 16:17;03.08.24;4
CHM-9652116;QRT-70661;FUN-41540;Wi-Fi;Alta;26/05/2026 06:39;26.05.26;5
CHM-7770752;QRT-64260;FUN-90839;Wi-Fi;Alta;22.02.26;22/02/2026 11:44;5
CHM-4774168;QRT-78115;FUN-65780;Wi-Fi;Média;17/06/2026 11:39;17/06/2026 22:21;1
CHM-1811471;QRT-67310;FUN-15784;Elétrica;Baixa;2025-06-04;05/06/2025 13:24;5
CHM-0277352;QRT-64260;FUN-01568;Hidráulica;BAIXA;27/09/2025 16:53;27/09/2025 22:42;5
CHM-8239436;QRT-54048;FUN-21094;Ar-condicionado;Média;22/12/2024 20:16;23/12/2024 01:10;5
CHM-2388138;QRT-40043;FUN-49170;Fechadura Eletrônica;Média;20/03/2026 22:50;2026-03-21;3
CHM-1015910;QRT-03049;FUN-67710;Ar-condicionado;Média;20/01/2026 23:00;21/01/2026 05:51;5
CHM-3334861;QRT-59117;FUN-08849;Limpeza Extra;Alta;12/08/2025 12:56;12/08/2025 15:37;3
CHM-4181522;QRT-78055;FUN-22607;Frigobar com Defeito;Baixa;31.05.26;02/06/2026 16:11;3
CHM-9071606;QRT-27574;FUN-66580;Wi-Fi;Alta;25/08/2025 11:59;25/08/2025 12:46;5
CHM-6116754;QRT-60540;FUN-49013;Ar-condicionado;Média;19/01/2025 07:52;19.01.25;5
CHM-0214966;QRT-69411;FUN-34873;Wi-Fi;Média;04/05/2025 08:13;04/05/2025 11:38;4
CHM-9170124;QRT-57763;FUN-01568;limpeza extra;Baixa;29.07.25;30/07/2025 14:48;5
CHM-0008616;QRT-09261;FUN-89330;Frigobar com Defeito;Média;2024-09-02;02.09.24;4
CHM-7511360;QRT-51351;FUN-08849;Frigobar com Defeito;Média;06/10/2024 15:37;06/10/2024 18:06;5
CHM-3155560;QRT-41934;FUN-22027;Hidráulica;Média;04/06/2026 09:49;2026-06-04;1
CHM-5999398;QRT-66195;FUN-82886;Limpeza Extra;Alta;02.09.25;02.09.25;5
CHM-8778038;QRT-55192;FUN-45111;Hidráulica;Média;22/07/2024 22:20;23/07/2024 02:30;4
CHM-1576784;QRT-59560;FUN-09102;Ar-condicionado;Média;14/07/2024 16:56;14/07/2024 23:21;5
CHM-6969895;QRT-26756;FUN-01568;Elétrica;Baixa;16/04/2026 09:56;16/04/2026 17:28;4
CHM-0138734;QRT-83481;FUN-83865;Ar-condicionado;Alta;25-08-2025;25/08/2025 11:01;4
CHM-1071607;QRT-47168;FUN-04670;Fechadura Eletrônica;Média;24/06/2026 09:40;24/06/2026 19:39;3
CHM-7639507;QRT-28645;FUN-94946;Wi-Fi;Alta;2024-12-13;14/12/2024 00:23;1
CHM-9016275;QRT-07031;FUN-45111;Limpeza Extra;Média;29/05/2026 08:17;30/05/2026 02:52;3
CHM-7197580;QRT-92171;FUN-67710;Limpeza Extra;Média;21/06/2025 08:12;21.06.25;4
CHM-5842986;QRT-62407;FUN-02909;Hidráulica;Baixa;14/03/2026 20:02;2026-03-15;5
CHM-9299377;QRT-83665;FUN-71181;Elétrica;Média;03/08/2025 11:28;03/08/2025 12:56;5
CHM-2704911;QRT-17482;FUN-47371;Elétrica;Alta;14/03/2026 18:25;2026-03-14;3
CHM-7275322;QRT-15355;FUN-05739;Wi-Fi;Média;2025-07-05;05/07/2025 10:15;5
CHM-5673257;QRT-85702;FUN-16922;Elétrica;Média;03-12-2024;03/12/2024 20:59;5
CHM-0524854;QRT-28645;FUN-41540;Elétrica;Baixa;13/06/2026 18:51;14/06/2026 15:41;4
CHM-2532897;QRT-22585;FUN-41540;Hidráulica;Baixa;22/04/2026 19:38;23.04.26;5
CHM-2815728;QRT-85188;FUN-69727;Elétrica;P1;18/12/2024 08:30;2024-12-18;5
CHM-7230902;QRT-66092;FUN-41540;Hidráulica;Baixa;2024-11-28;30/11/2024 00:29;3
CHM-5674465;QRT-68610;FUN-04670;Ar-condicionado;Baixa;2025-03-25;27/03/2025 05:41;3
CHM-7176467;QRT-85920;FUN-05739;Wi-Fi;Média;15/10/2024 19:44;16/10/2024 06:06;1
CHM-7506389;QRT-95776;FUN-35080;Elétrica;Média;16.04.25;16.04.25;5
CHM-5927532;QRT-92955;FUN-55799;Hidráulica;Média;01/09/2025 07:27;01/09/2025 14:14;4
CHM-7012634;QRT-75221;FUN-69727;WI-FI;Baixa;30/07/2025 19:32;31/07/2025 07:16;5
CHM-6136478;QRT-75043;FUN-71181;TV / Controle;Média;08/05/2025 16:44;08/05/2025 20:25;4
CHM-2344561;QRT-75030;FUN-67710;Ar-condicionado;Baixa;12-05-2025;13/05/2025 07:53;3
CHM-8100455;QRT-63207;FUN-86194;Wi-Fi;Alta;28/11/2025 10:40;28/11/2025 11:51;5
CHM-6144696;QRT-72078;FUN-96106;Limpeza Extra;Baixa;2025-04-22;22.04.25;5
CHM-7413196;QRT-63784;FUN-52300;Hidráulica;Baixa;11/02/2026 12:36;11/02/2026 16:35;5
CHM-6421978;QRT-42355;FUN-55799;Hidráulica;Média;14/07/2025 14:05;14.07.25;5
CHM-1219780;QRT-62109;FUN-02909;Frigobar com Defeito;Média;04/11/2025 16:39;06/11/2025 06:10;3
CHM-7960419;QRT-51590;FUN-96106;Elétrica;baixa;17/04/2026 10:40;17/04/2026 21:37;4
CHM-2984432;QRT-59512;FUN-15784;Elétrica;Baixa;03/12/2024 23:27;04-12-2024;5
CHM-3259163;QRT-34521;FUN-15784;Hidráulica;MÉDIA;16/06/2026 19:30;16/06/2026 23:25;5
CHM-9006789;QRT-29393;FUN-76103;Fechadura Eletrônica;Média;12/12/2024 12:00;12-12-2024;5
CHM-3517945;QRT-15710;FUN-96106;TV / Controle;Média;17-03-2026;17/03/2026 11:22;5
CHM-4701863;QRT-04443;FUN-94946;Elétrica;Alta;20/03/2025 21:44;21/03/2025 00:05;1
CHM-7762849;QRT-28485;FUN-02909;Ar-condicionado;Alta;05/02/2026 11:06;05/02/2026 12:51;4
CHM-5071360;QRT-08549;FUN-94946;Hidráulica;Alta;14.03.26;14.03.26;2
CHM-0219831;QRT-20665;FUN-88121;Elétrica;Média;02/12/2024 08:51;02/12/2024 10:44;5
CHM-1906047;QRT-95776;FUN-03036;Wi-Fi;Média;20/09/2025 13:56;20-09-2025;5
CHM-5830504;QRT-65918;FUN-86194;Ar-condicionado;Baixa;12-07-2025;13/07/2025 00:06;5
CHM-5069470;QRT-03500;FUN-43763;Ar-condicionado;Média;11/12/2025 19:14;11/12/2025 22:38;5
CHM-6281379;QRT-90111;FUN-29826;Wi-Fi;Baixa;15/11/2025 14:27;2025-11-16;5
CHM-9074233;QRT-13595;FUN-69104;Wi-Fi;Media;27-11-2024;27/11/2024 16:13;4
CHM-9448826;QRT-08689;FUN-49013;Ar-condicionado;MÉDIA;01-05-2026;01/05/2026 15:45;3
CHM-2880003;QRT-58808;FUN-92311;Hidráulica;Baixa;12/02/2025 13:05;14/02/2025 14:01;1
CHM-6571169;QRT-42908;FUN-52300;Ar-condicionado;Baixa;28-06-2025;28/06/2025 23:21;5
CHM-2245336;QRT-21077;FUN-16922;Ar-condicionado;Baixa;10/02/2026 08:01;11/02/2026 02:27;5
CHM-4278043;QRT-28212;FUN-96106;Limpeza Extra;Alta;15/05/2026 10:59;15/05/2026 11:49;4
CHM-8510085;QRT-77305;FUN-15867;Elétrica;Alta;2025-09-23;24.09.25;3
CHM-1097594;QRT-78524;FUN-65780;Elétrica;Média;19.04.26;19/04/2026 20:31;4
CHM-6462381;QRT-15064;FUN-71181;Hidráulica;Baixa;23.05.25;25/05/2025 00:41;2
CHM-2065113;QRT-73232;FUN-43763;Hidráulica;Média;13/12/2024 12:20;13/12/2024 14:18;5
CHM-1069400;QRT-57763;FUN-41540;Wi-Fi;Alta;2026-01-08;08/01/2026 21:01;5
CHM-0006242;QRT-03540;FUN-02909;Frigobar com Defeito;Baixa;30/11/2025 21:57;01/12/2025 08:28;3
CHM-5467747;QRT-34396;FUN-08109;Hidráulica;Baixa;13/09/2024 20:23;14-09-2024;2
CHM-7949538;QRT-96972;FUN-52793;Fechadura Eletrônica;Alta;30/09/2024 14:39;30/09/2024 15:42;5
CHM-5629669;QRT-72107;FUN-71181;Wi-Fi;Alta;08/05/2025 20:04;2025-05-08;4
CHM-9044729;QRT-81700;FUN-23383;Elétrica;Baixa;15/01/2026 15:00;16/01/2026 21:25;3
CHM-5187332;QRT-51351;FUN-02909;Elétrica;Média;04.08.25;04/08/2025 19:36;4
CHM-3471144;QRT-25217;FUN-23286;Wi-Fi;Média;2026-06-22;22-06-2026;5
CHM-8158873;QRT-53917;FUN-49170;Wi-Fi;Média;03/06/2025 20:51;04/06/2025 00:26;5
CHM-3852796;QRT-53432;FUN-82886;Frigobar com Defeito;Baixa;23/03/2026 18:50;2026-03-24;5
CHM-6949433;QRT-11142;FUN-23286;Limpeza Extra;Alta;2025-04-30;30/04/2025 12:24;1
CHM-1921829;QRT-72363;FUN-64755;Hidráulica;Alta;15.03.25;15/03/2025 18:45;4
CHM-2517270;QRT-70123;FUN-23286;Ar-condicionado;Alta;08/08/2025 18:53;08/08/2025 21:36;1
CHM-6513272;QRT-80765;FUN-78820;Wi-Fi;Média;21.12.24;22/12/2024 00:02;4
CHM-4040586;QRT-98233;FUN-08234;Ar-condicionado;Alta;01/08/2024 13:00;01.08.24;3
CHM-1899941;QRT-28212;FUN-64755;Ar-condicionado;Média;2026-03-11;11/03/2026 17:16;3
CHM-1188297;QRT-16535;FUN-78820;Hidráulica;Média;22/12/2024 06:42;22/12/2024 13:47;5
CHM-7109687;QRT-16398;FUN-13975;TV / Controle;Média;03-04-2025;03-04-2025;5
CHM-7650633;QRT-06780;FUN-12576;Hidráulica;Baixa;15/07/2025 13:38;16.07.25;2
CHM-7399959;QRT-31340;FUN-89330;TV / Controle;Média;26/08/2024 09:56;26.08.24;4
CHM-2918591;QRT-45185;FUN-29826;Elétrica;BAIXA;22/06/2026 18:07;22/06/2026 23:37;5
CHM-4874085;QRT-83689;FUN-96106;Wi-Fi;Média;22/06/2025 20:19;22/06/2025 23:44;5
CHM-2231619;QRT-76736;FUN-73856;Limpeza Extra;Alta;19/10/2024 13:28;19/10/2024 14:37;5
CHM-9875942;QRT-26237;FUN-67282;Ar-condicionado;Baixa;12/10/2024 21:14;14/10/2024 12:42;3
CHM-9733732;QRT-03446;FUN-36473;TV / Controle;Alta;27/01/2026 19:46;27/01/2026 20:42;4
CHM-0899595;QRT-66307;FUN-45111;Wi-Fi;Alta;29/07/2025 20:28;30/07/2025 01:49;3
CHM-0573567;QRT-28645;FUN-86199;Limpeza Extra;Alta;09/02/2025 08:10;09-02-2025;2
CHM-0474368;QRT-74428;FUN-86194;Limpeza Extra;Baixa;14/03/2025 06:01;15.03.25;4
CHM-2191834;QRT-94991;FUN-12576;Limpeza Extra;P2;08/06/2026 06:55;08/06/2026 22:44;2
CHM-7393006;QRT-67310;FUN-88121;Ar-condicionado;Alta;03/10/2025 23:14;03/10/2025 23:58;5
CHM-3065634;QRT-83481;FUN-86194;Elétrica;Baixa;16/10/2024 19:27;17/10/2024 10:25;5
CHM-3282167;QRT-92954;FUN-55799;Fechadura Eletrônica;Média;04/08/2024 12:14;04/08/2024 13:56;4
CHM-5404983;QRT-43330;FUN-29826;Hidráulica;Média;03-10-2024;04/10/2024 03:01;4
CHM-3627730;QRT-54375;FUN-66580;Hidráulica;Média;11/11/2025 16:32;11/11/2025 20:01;4
CHM-1926497;QRT-47168;FUN-96354;Ar-condicionado;Média;29/09/2025 21:25;30/09/2025 10:12;2
CHM-2130857;QRT-09047;FUN-87234;Limpeza Extra;Alta;01/06/2025 14:21;2025-06-01;4
CHM-2330863;QRT-98370;FUN-32345;hidráulica;Baixa;19/08/2024 20:01;2024-08-20;3
CHM-5664303;QRT-27540;FUN-67710;Ar-condicionado;Média;2025-06-02;02/06/2025 18:14;3
CHM-1500528;QRT-18801;FUN-71181;Fechadura Eletrônica;Alta;28-07-2024;28.07.24;3
CHM-9187063;QRT-73232;FUN-64706;Elétrica;Baixa;2025-07-25;26/07/2025 01:31;5
CHM-1552662;QRT-89068;FUN-71181;Hidráulica;Baixa;13.07.25;13/07/2025 11:56;5
CHM-3988341;QRT-90111;FUN-29826;Limpeza Extra;Média;14.08.24;14/08/2024 21:50;5
CHM-6665172;QRT-49389;FUN-03036;Elétrica;Alta;03-10-2024;03/10/2024 20:36;5
CHM-2619432;QRT-81045;FUN-22027;TV / Controle;Média;20/05/2025 09:12;20/05/2025 10:47;5
CHM-3432544;QRT-18801;FUN-39946;Limpeza Extra;Média;07/12/2025 13:52;08/12/2025 01:15;3
CHM-1949081;QRT-41934;FUN-22027;Hidráulica;Baixa;18/09/2025 16:31;19/09/2025 09:31;5
CHM-8803339;QRT-09785;FUN-07814;Frigobar com Defeito;Baixa;28/09/2025 22:19;04/10/2025 02:41;2
CHM-2231980;QRT-41338;FUN-88121;TV / Controle;Média;02.09.24;03/09/2024 05:50;2
CHM-1302405;QRT-40957;FUN-19473;Ar-condicionado;Alta;30-05-2025;30-05-2025;5
CHM-3140129;QRT-94431;FUN-22027;Wi-Fi;Alta;04/06/2025 14:24;2025-06-04;3
CHM-4048300;QRT-68610;FUN-36473;Wi-Fi;Baixa;10-11-2025;10.11.25;3
CHM-8138360;QRT-74690;FUN-48683;Wi-Fi;Baixa;08/02/2025 21:32;09/02/2025 04:53;5
CHM-7406240;QRT-56047;FUN-03036;Fechadura Eletrônica;Média;20-12-2024;20/12/2024 19:06;5
CHM-8386650;QRT-66602;FUN-92311;Fechadura Eletrônica;Média;02/12/2025 14:04;02/12/2025 16:52;5
CHM-4217931;QRT-10817;FUN-04670;Limpeza Extra;Média;22-06-2025;22/06/2025 19:05;4
CHM-1782128;QRT-93180;FUN-64755;Hidráulica;Baixa;18/01/2026 18:41;19/01/2026 02:20;4
CHM-8122209;QRT-24274;FUN-48683;Frigobar com Defeito;Média;28/05/2026 19:05;29/05/2026 09:51;3
CHM-9299076;QRT-74465;FUN-39946;Limpeza Extra;MÉDIA;28/02/2025 13:31;28/02/2025 20:22;4
CHM-0995108;QRT-31340;FUN-52300;Hidráulica;Alta;16/04/2026 21:49;16-04-2026;5
CHM-3526805;QRT-86201;FUN-48683;Ar-condicionado;Baixa;17/08/2024 22:14;18/08/2024 12:12;4
CHM-5194542;QRT-76454;FUN-87234;Hidráulica;Média;02.05.25;03/05/2025 07:40;2
CHM-4620723;QRT-65173;FUN-36473;Frigobar com Defeito;Baixa;03/08/2024 14:06;04/08/2024 04:02;5
CHM-3474376;QRT-59474;FUN-76103;Ar-condicionado;Média;2025-07-28;28/07/2025 13:11;3
CHM-1306339;QRT-81045;FUN-64755;Wi-Fi;Média;23/07/2024 18:42;24/07/2024 03:06;2
CHM-9978405;QRT-53914;FUN-86194;Wi-Fi;Alta;28/03/2025 15:20;28/03/2025 16:26;5
CHM-0919928;QRT-81819;FUN-87234;Ar-condicionado;Baixa;07.07.25;07/07/2025 23:03;4
CHM-9109595;QRT-63998;FUN-64047;Hidráulica;baixa;01-02-2025;2025-02-01;5
CHM-3400562;QRT-81700;FUN-92311;Wi-Fi;Alta;13/11/2024 06:06;13-11-2024;3
CHM-4161431;QRT-61719;FUN-22607;Wi-Fi;Média;26/07/2025 10:40;26/07/2025 12:40;4
CHM-1934171;QRT-47964;FUN-69727;Ar-condicionado;Alta;04/01/2026 20:17;04/01/2026 21:06;5
CHM-5105973;QRT-92964;FUN-49170;Wi-Fi;Baixa;18/11/2025 14:12;19/11/2025 07:33;5
CHM-5197700;QRT-75030;FUN-86194;Limpeza Extra;Média;19/08/2024 14:01;19/08/2024 17:31;5
CHM-6090606;QRT-17482;FUN-02909;Ar-condicionado;Média;23/01/2026 08:03;23/01/2026 17:59;2
CHM-6159553;QRT-65173;FUN-04670;Elétrica;Alta;20/01/2026 16:06;20-01-2026;5
CHM-7444695;QRT-02007;FUN-10947;Elétrica;Média;2026-06-08;09/06/2026 00:47;4
CHM-3823600;QRT-03369;FUN-52793;Hidráulica;Baixa;27/08/2024 08:41;27/08/2024 21:43;4
CHM-9295832;QRT-41934;FUN-05739;Wi-Fi;Baixa;30/10/2024 09:09;01-11-2024;1
CHM-9657190;QRT-22178;FUN-16922;Wi-Fi;Alta;02/02/2025 22:28;02/02/2025 23:08;5
CHM-5486464;QRT-81775;FUN-64047; Wi-Fi;Baixa;2025-09-06;06-09-2025;4
CHM-8232932;QRT-38783;FUN-69727;Ar-condicionado;Média;13/04/2025 06:43;2025-04-13;4
CHM-0926629;QRT-39312;FUN-08486;TV / Controle;Média;20/07/2025 19:47;21/07/2025 02:40;5
CHM-0797888;QRT-61962;FUN-05739;Elétrica;Baixa;21-02-2025;22/02/2025 08:11;5
CHM-8240254;QRT-53868;FUN-52300;Elétrica;Baixa;12/02/2026 16:53;2026-02-13;4
CHM-9943117;QRT-57124;FUN-41540;Fechadura Eletrônica;Baixa;08/05/2025 13:59;09-05-2025;5
CHM-3812042;QRT-86536;FUN-45111;Hidráulica;Média;13/07/2024 10:07;13/07/2024 14:55;5
CHM-5320691;QRT-69375;FUN-34873;Wi-Fi;Média;23/04/2025 13:25;23/04/2025 17:14;5
CHM-8728189;QRT-92558;FUN-67282;Elétrica;P3;04/08/2025 23:18;05/08/2025 07:55;4
CHM-4564399;QRT-70123;FUN-92045;Fechadura Eletrônica;Média;16/03/2025 18:11;16/03/2025 20:24;4
CHM-7816691;QRT-43251;FUN-07814;Limpeza Extra;Baixa;23.09.25;24/09/2025 03:40;3
CHM-5885959;QRT-16398;FUN-35080;Hidráulica;Alta;10/07/2024 16:19;10/07/2024 17:06;4
CHM-7665003;QRT-88284;FUN-83865;Hidráulica;BAIXA;2024-09-03;05/09/2024 01:52;1
CHM-4952688;QRT-98042;FUN-19473;Ar-condicionado;Alta;05/10/2024 21:06;05/10/2024 21:36;5
CHM-9574871;QRT-80765;FUN-86194;Elétrica;Baixa;2025-09-08;2025-09-08;5
CHM-9648798;QRT-84972;FUN-52300;TV / Controle;Média;11/09/2025 22:51;12-09-2025;4
CHM-5783414;QRT-81045;FUN-22027;Fechadura Eletrônica;Média;25/04/2026 22:41;26/04/2026 06:57;2
CHM-8663855;QRT-24810;FUN-71181;Elétrica;Média;2025-02-01;2025-02-01;5
CHM-0013663;QRT-37220;FUN-88121;Limpeza Extra;Média;30/01/2026 17:32;30.01.26;5
CHM-4102861;QRT-27801;FUN-18700;Elétrica;Baixa;10/09/2025 11:07;11/09/2025 15:19;3
CHM-1458766;QRT-54489;FUN-64755;Limpeza Extra;Baixa;31.03.25;01/04/2025 18:28;5
CHM-0546221;QRT-26756;FUN-41540;Ar-condicionado;Alta;03/05/2026 06:19;03/05/2026 06:55;5
CHM-9229228;QRT-66932;FUN-13975;Hidráulica;baixa;07/06/2025 15:54;08-06-2025;4
CHM-2962538;QRT-09047;FUN-03036;Wi-Fi;Média;03/10/2024 23:33;04/10/2024 03:03;4
CHM-6306219;QRT-09849;FUN-34873;Frigobar com Defeito;Baixa;13/03/2026 20:30;14/03/2026 12:28;4
CHM-5998503;QRT-91810;FUN-82886;Fechadura Eletrônica;Média;08-07-2025;09/07/2025 11:42;3
CHM-5286162;QRT-28485;FUN-71493;Ar-condicionado;Baixa;17/11/2025 09:46;19/11/2025 06:39;2
CHM-0930260;QRT-95201;FUN-34873;Ar-condicionado;Média;26/09/2024 22:44;2024-09-27;1
CHM-0677489;QRT-57190;FUN-08486;Fechadura Eletrônica;Média;28/07/2024 20:57;29/07/2024 01:13;5
CHM-8375049;QRT-74465;FUN-71181;TV / Controle;Média;21/04/2025 12:15;21/04/2025 18:01;5
CHM-3666458;QRT-61287;FUN-22607;Elétrica;Alta;10/09/2024 11:40;2024-09-10;5
CHM-3363011;QRT-68610;FUN-92311;Limpeza Extra;Baixa;31/05/2025 12:59;01/06/2025 00:40;4
CHM-2773854;QRT-29802;FUN-78820;Ar-condicionado;Baixa;26/01/2025 21:00;27-01-2025;5
CHM-8096649;QRT-64332;FUN-02909;Ar-condicionado;Baixa;19/11/2025 12:50;21/11/2025 20:25;2
CHM-1169340;QRT-85367;FUN-71181;Ar-condicionado;Média;14/02/2026 13:53;14/02/2026 18:00;5
CHM-0205901;QRT-51483;FUN-23383;Wi-Fi;Média;22/08/2025 10:45;22/08/2025 12:13;5
CHM-1020343;QRT-83689;FUN-49170;Elétrica;Baixa;07/11/2024 06:19;07/11/2024 17:47;4
CHM-5251129;QRT-45866;FUN-69727;Elétrica;Alta;05/08/2025 11:04;05-08-2025;4
CHM-7658653;QRT-25571;FUN-15784;FRIGOBAR COM DEFEITO;Alta;19/08/2024 08:41;2024-08-19;5
CHM-3862453;QRT-26280;FUN-43763;Wi-Fi;Baixa;2024-11-30;01/12/2024 13:29;4
CHM-3301984;QRT-25409;FUN-49013;Wi-Fi;Média;2026-04-23;23.04.26;5
CHM-6237119;QRT-12128;FUN-52793;Hidráulica;Média;11/06/2025 09:08;12/06/2025 03:21;3
CHM-8006592;QRT-84837;FUN-04670;Limpeza Extra;Baixa;29/03/2025 12:12;29/03/2025 23:45;3
CHM-8030996;QRT-53432;FUN-41540;Limpeza Extra;Baixa;15/04/2026 12:47;16/04/2026 12:02;4
CHM-3027228;QRT-30636;FUN-50800;Wi-Fi;Média;07/06/2025 19:45;08-06-2025;5
CHM-1033595;QRT-29393;FUN-66580;Fechadura Eletrônica;Alta;03.05.25;03-05-2025;5
CHM-7483616;QRT-74428;FUN-67710;Wi-Fi;Alta;22-08-2025;22.08.25;5
CHM-5817613;QRT-71194;FUN-34873;Ar-condicionado;Média;03/03/2026 23:58;04/03/2026 08:26;2
CHM-7710151;QRT-88939;FUN-37715;Ar-condicionado;Média;10/05/2026 12:11;10/05/2026 15:29;4
CHM-9505981;QRT-50393;FUN-28577;Fechadura Eletrônica;P2;21/12/2025 20:53;22/12/2025 01:17;4
CHM-0954071;QRT-74766;FUN-94946;Wi-Fi;Baixa;09/10/2024 09:57;10/10/2024 01:09;4
CHM-4865749;QRT-95712;FUN-73856;Elétrica;Baixa;02-09-2024;2024-09-02;5
CHM-8744972;QRT-46748;FUN-92045;Ar-condicionado;Média;05/02/2025 13:37;2025-02-05;4
CHM-4856006;QRT-84837;FUN-96354;Wi-Fi;Alta;20.11.25;21/11/2025 00:12;4
CHM-6353862;QRT-25571;FUN-64706;Frigobar com Defeito;Baixa;27-04-2026;28/04/2026 07:39;3
CHM-5738535;QRT-41748;FUN-12040;Ar-condicionado;Média;04/06/2026 07:04;04/06/2026 17:53;2
CHM-4199715;QRT-37102;FUN-89330;Hidráulica;Média;25/12/2025 22:49;26/12/2025 05:36;5
CHM-2101094;QRT-68160;FUN-70436;Fechadura Eletrônica;Média;19/02/2025 20:14;19/02/2025 22:23;5
CHM-5351719;QRT-49331;FUN-08849;Limpeza Extra;Alta;16.02.26;16/02/2026 12:59;5
CHM-7082002;QRT-13595;FUN-90839;Fechadura Eletrônica;Baixa;13/09/2024 06:49;13/09/2024 23:07;4
CHM-1221880;QRT-37131;FUN-23383;Ar-condicionado;Média;29/03/2026 12:29;29-03-2026;2
CHM-9918905;QRT-47802;FUN-55799;Frigobar com Defeito;Alta;09/07/2024 09:19;09/07/2024 09:53;5
CHM-9041112;QRT-09047;FUN-35080;Hidráulica;Média;2025-10-26;27/10/2025 07:44;1
CHM-2411422;QRT-68507;FUN-64755;Hidráulica;Média;2025-10-24;25/10/2025 07:27;5
CHM-7542654;QRT-50393;FUN-28577;Fechadura Eletrônica;Alta;18/11/2024 11:42;2024-11-18;3
CHM-6452196;QRT-33730;FUN-29826;TV / Controle;Média;10/08/2025 07:42;10/08/2025 10:02;4
CHM-4038355;QRT-43330;FUN-50800;Ar-condicionado;Média;20.11.25;21/11/2025 00:11;5
CHM-0291001;QRT-85687;FUN-08486;Ar-condicionado;Baixa;01/09/2024 23:49;02/09/2024 15:25;5
CHM-8869834;QRT-92377;FUN-22607;Limpeza Extra;Alta;21.05.25;21.05.25;4
CHM-4846414;QRT-71194;FUN-69727;Limpeza Extra;Alta;28/12/2024 11:58;28-12-2024;3
CHM-5829211;QRT-60845;FUN-15867;Fechadura Eletrônica;Média;05-08-2024;05.08.24;5
CHM-0569235;QRT-16398;FUN-21094;Ar-condicionado;Alta;2025-04-24;24/04/2025 08:21;4
CHM-7193688;QRT-21077;FUN-65780;Wi-Fi;Média;11/10/2024 20:02;13.10.24;2
CHM-2685625;QRT-03369;FUN-71181;Limpeza Extra;Média;15/10/2024 09:07;15/10/2024 10:27;5
CHM-4152517;QRT-83689;FUN-05739;Limpeza Extra;Média;20/03/2026 21:48;21/03/2026 01:31;5
CHM-2143341;QRT-91492;FUN-15867;Ar-condicionado;Média;2025-01-09;2025-01-09;5
CHM-6884523;QRT-18824;FUN-22607;Elétrica;Alta;27/12/2025 19:35;27/12/2025 20:33;5
CHM-8116870;QRT-66083;FUN-47371;Elétrica;Média;28-11-2024;28/11/2024 17:29;5
CHM-3236839;QRT-54489;FUN-05739;Ar-condicionado;Média;2025-12-24;24/12/2025 08:07;4
CHM-8511240;QRT-61287;FUN-02909;Elétrica;Média;22/10/2024 21:20;23/10/2024 04:01;4
CHM-5462446;QRT-01345;FUN-70436;Hidráulica;Alta;25/08/2024 16:35;25/08/2024 17:42;5
CHM-3634922;QRT-66195;FUN-86199;Limpeza Extra;Baixa;21/12/2024 12:24;21/12/2024 18:47;3
CHM-6761048;QRT-85687;FUN-39946;Wi-Fi;baixa;13/01/2026 10:18;13/01/2026 23:18;4
CHM-3268199;QRT-60540;FUN-49013;Ar-condicionado;Baixa;28/11/2024 20:45;29/11/2024 02:42;3
CHM-9183509;QRT-27540;FUN-86194;Frigobar com Defeito;Média;13/12/2024 21:25;14/12/2024 01:14;4
CHM-5686183;QRT-92377;FUN-02909;TV / Controle;Média;17/03/2026 15:12;17/03/2026 23:28;3
CHM-2729700;QRT-91492;FUN-34873;Elétrica;baixa;08/07/2025 18:17;08/07/2025 23:20;5
CHM-9930395;QRT-99181;FUN-03036;Limpeza Extra;Alta;10/08/2024 18:38;10/08/2024 19:32;5
CHM-0576006;QRT-92377;FUN-08849;Wi-Fi;Alta;16/07/2024 14:04;16/07/2024 17:26;2
