Chamado_ID;Quarto_ID;Funcionario_ID;Tipo_Chamado;Prioridade;Data_Abertura;Data_Fechamento;Avaliacao_Atendimento
CHM-3683949;QRT-11607;FUN-92311;Ar-condicionado;Alta;2026-01-18 19:20:00;2026-01-18 19:44:17;5
CHM-6353486;QRT-62109;FUN-22607;Wi-Fi;Média;2025-05-31 13:43:00;2025-05-31 16:37:57;3
CHM-8073339;QRT-53290;FUN-48159;Wi-Fi;Média;2024-10-08 18:53:00;2024-10-09 00:49:32;5
CHM-2104220;QRT-42444;FUN-07814;Ar-condicionado;Alta;2025-06-22 20:36:00;2025-06-23 02:59:01;3
CHM-4594097;QRT-22585;FUN-86199;Ar-condicionado;Média;2026-04-22 20:25:00;2026-04-22 23:46:59;5
CHM-2892918;QRT-10397;FUN-16922;TV / Controle;Baixa;2024-09-15 08:27:00;2024-09-15 19:09:32;5
CHM-8965317;QRT-24337;FUN-28577;Ar-condicionado;Média;2025-02-02 07:36:00;2025-02-04 09:46:17;3
CHM-5501704;QRT-89068;FUN-39946;TV / Controle;Alta;2024-09-03 23:44:00;2024-09-03 23:58:44;5
CHM-4769334;QRT-57763;FUN-01568;Elétrica;Média;2025-09-17 10:04:00;2025-09-17 13:56:15;3
CHM-1342877;QRT-90111;FUN-50800;TV / Controle;Baixa;2025-06-25 21:07:00;2025-06-26 02:51:40;5
CHM-2579889;QRT-84837;FUN-23383;Elétrica;Alta;2025-11-28 07:06:00;2025-11-28 07:38:48;4
CHM-2312543;QRT-94756;FUN-94946;Elétrica;Média;2024-10-22 20:33:00;2024-10-23 03:13:27;5
CHM-3557626;QRT-65055;FUN-65780;Elétrica;Média;2025-11-22 17:04:00;2025-11-22 20:34:27;5
CHM-4476643;QRT-43677;FUN-41540;Wi-Fi;Alta;2026-03-21 06:43:00;2026-03-21 08:45:02;1
CHM-2304894;QRT-42497;FUN-69104;TV / Controle;Média;2026-03-17 08:38:00;2026-03-17 15:24:09;5
CHM-7560704;QRT-17820;FUN-70436;Ar-condicionado;Baixa;2024-12-28 07:52:00;2024-12-28 12:24:58;5
CHM-1260608;QRT-65055;FUN-86194;Limpeza Extra;Média;2024-07-14 13:45:00;2024-07-14 15:08:37;4
CHM-3073557;QRT-99814;FUN-83865;Elétrica;Média;2025-06-24 11:29:00;2025-06-24 19:20:05;4
CHM-2843959;QRT-21167;FUN-28577;Fechadura Eletrônica;Baixa;2025-03-21 23:09:00;2025-03-22 02:53:44;5
CHM-4694757;QRT-75123;FUN-69727;TV / Controle;Média;2026-06-02 08:23:00;2026-06-02 10:40:42;5
CHM-2450940;QRT-31930;FUN-19473;Elétrica;Alta;2024-12-28 20:50:00;2024-12-28 22:08:56;4
CHM-1801805;QRT-22076;FUN-87234;Fechadura Eletrônica;Média;2025-09-13 11:40:00;2025-09-13 20:17:01;3
CHM-7189280;QRT-09419;FUN-71181;TV / Controle;Alta;2025-11-27 11:19:00;2025-11-27 12:20:36;5
CHM-9613583;QRT-29802;FUN-19473;Hidráulica;Média;2025-09-18 07:00:00;2025-09-18 17:35:34;1
CHM-0834679;QRT-87183;FUN-12576;TV / Controle;Baixa;2026-01-31 23:46:00;2026-02-01 07:52:22;5
CHM-6620857;QRT-07031;FUN-07814;Ar-condicionado;Baixa;2025-01-20 12:40:00;2025-01-21 08:37:48;3
CHM-6426607;QRT-51602;FUN-37715;Hidráulica;Média;2024-11-06 11:25:00;2024-11-06 14:35:54;4
CHM-8374449;QRT-20026;FUN-87234;Limpeza Extra;Baixa;2025-11-26 19:33:00;2025-11-27 19:05:59;4
CHM-8960064;QRT-63207;FUN-16922;Hidráulica;Baixa;2026-01-20 16:25:00;2026-01-21 02:49:34;4
CHM-9031597;QRT-25078;FUN-65780;Hidráulica;Baixa;2026-05-09 12:07:00;2026-05-09 22:56:25;5
CHM-5765638;QRT-69520;FUN-35080;Elétrica;Média;2026-02-13 21:22:00;2026-02-14 05:52:48;2
CHM-2177959;QRT-95939;FUN-71181;Ar-condicionado;Baixa;2025-03-22 09:42:00;2025-03-23 02:53:48;5
CHM-6408304;QRT-16398;FUN-92045;Elétrica;Alta;2025-02-10 18:30:00;2025-02-10 18:59:34;4
CHM-0966530;QRT-50393;FUN-28577;TV / Controle;Baixa;2025-01-02 09:43:00;2025-01-05 22:54:22;3
CHM-9352723;QRT-00699;FUN-49170;Wi-Fi;Alta;2024-07-14 21:39:00;2024-07-14 21:53:02;3
CHM-0325828;QRT-76575;FUN-87234;Wi-Fi;Média;2025-02-21 11:19:00;2025-02-21 12:40:14;5
CHM-4124141;QRT-66125;FUN-87234;Elétrica;Média;2026-04-11 16:27:00;2026-04-12 03:47:37;3
CHM-4527019;QRT-00593;FUN-08234;Frigobar com Defeito;Baixa;2025-05-08 21:52:00;2025-05-10 03:51:40;3
CHM-7869525;QRT-43677;FUN-69104;Fechadura Eletrônica;Alta;2024-12-13 20:38:00;2024-12-13 22:09:10;5
CHM-8777743;QRT-58690;FUN-10947;Fechadura Eletrônica;Média;2025-10-28 08:31:00;2025-10-28 11:57:04;4
CHM-0495365;QRT-85920;FUN-22027;Ar-condicionado;Baixa;2026-02-25 11:02:00;2026-02-25 21:27:40;5
CHM-7302591;QRT-57208;FUN-52793;Wi-Fi;Média;2025-06-20 19:17:00;2025-06-21 00:10:21;3
CHM-1581450;QRT-04283;FUN-39946;Wi-Fi;Alta;2025-11-02 11:37:00;2025-11-02 12:34:24;4
CHM-0284286;QRT-53914;FUN-78820;Wi-Fi;Baixa;2025-04-28 13:44:00;2025-04-28 21:26:56;5
CHM-7732407;QRT-91492;FUN-48683;Hidráulica;Baixa;2025-02-01 20:58:00;2025-02-02 13:03:48;4
CHM-4412408;QRT-51351;FUN-25313;Elétrica;Média;2024-09-26 11:18:00;2024-09-26 19:10:30;4
CHM-7832691;QRT-70123;FUN-34079;Wi-Fi;Baixa;2025-01-17 13:37:00;2025-01-18 01:03:54;5
CHM-2680821;QRT-39575;FUN-29826;Fechadura Eletrônica;Baixa;2024-12-01 08:28:00;2024-12-02 09:29:02;3
CHM-4434677;QRT-79165;FUN-48683;Wi-Fi;Baixa;2026-01-19 06:44:00;2026-01-19 18:01:00;5
CHM-5456277;QRT-26354;FUN-94946;Ar-condicionado;Média;2026-04-14 11:08:00;2026-04-14 14:18:41;5
CHM-3215817;QRT-51483;FUN-28577;TV / Controle;Média;2025-05-16 22:50:00;2025-05-17 03:42:55;3
CHM-8958200;QRT-84220;FUN-52793;Wi-Fi;Baixa;2026-03-03 12:35:00;2026-03-05 07:03:33;2
CHM-8474106;QRT-03369;FUN-71181;Wi-Fi;Baixa;2024-10-31 06:14:00;2024-11-01 01:52:33;5
CHM-3288793;QRT-96237;FUN-78820;Limpeza Extra;Baixa;2025-03-04 08:40:00;2025-03-05 22:37:00;2
CHM-5489001;QRT-92384;FUN-05739;Elétrica;Alta;2024-09-08 09:10:00;2024-09-08 10:02:30;5
CHM-3285438;QRT-70123;FUN-21094;Elétrica;Baixa;2026-06-03 21:58:00;2026-06-04 15:03:25;5
CHM-7034572;QRT-27801;FUN-07814;Ar-condicionado;Baixa;2025-10-10 11:23:00;2025-10-11 14:55:11;1
CHM-8305179;QRT-07031;FUN-76103;Wi-Fi;Baixa;2026-06-15 22:41:00;2026-06-16 06:51:14;4
CHM-5712581;QRT-42497;FUN-94946;Ar-condicionado;Média;2025-05-04 19:34:00;2025-05-04 20:58:20;5
CHM-7801445;QRT-74766;FUN-08234;Wi-Fi;Média;2024-09-28 08:53:00;2024-09-28 10:36:29;4
CHM-1123769;QRT-31042;FUN-22607;Wi-Fi;Baixa;2025-08-12 15:40:00;2025-08-13 17:30:48;2
CHM-0222316;QRT-03930;FUN-22607;Frigobar com Defeito;Baixa;2026-06-13 17:33:00;2026-06-16 04:05:57;1
CHM-1509553;QRT-91628;FUN-74014;Ar-condicionado;Baixa;2026-02-27 16:26:00;2026-02-28 00:11:53;4
CHM-6729822;QRT-51602;FUN-71181;Limpeza Extra;Média;2026-06-14 21:53:00;2026-06-15 00:18:06;5
CHM-0405545;QRT-83689;FUN-57664;Elétrica;Baixa;2025-02-14 15:41:00;2025-02-18 01:01:27;2
CHM-7443900;QRT-37102;FUN-52300;Ar-condicionado;Alta;2025-01-29 23:15:00;2025-01-29 23:26:59;5
CHM-4250576;QRT-03659;FUN-49170;Elétrica;Média;2026-04-01 18:58:00;2026-04-02 05:48:30;3
CHM-2556383;QRT-74690;FUN-69727;Hidráulica;Alta;2026-05-05 17:28:00;2026-05-05 19:04:40;5
CHM-2572854;QRT-98370;FUN-49170;Wi-Fi;Baixa;2025-11-25 17:25:00;2025-11-26 07:21:33;4
CHM-2236165;QRT-86959;FUN-08234;Ar-condicionado;Média;2025-08-06 23:43:00;2025-08-07 04:35:05;4
CHM-3970792;QRT-84007;FUN-89330;Wi-Fi;Média;2025-03-24 11:17:00;2025-03-24 16:24:31;3
CHM-8041792;QRT-57124;FUN-86199;Limpeza Extra;Média;2025-05-01 06:54:00;2025-05-01 11:45:46;5
CHM-2513160;QRT-57763;FUN-90839;Fechadura Eletrônica;Média;2025-04-09 06:32:00;2025-04-09 12:48:29;4
CHM-1435460;QRT-59512;FUN-64706;Elétrica;Média;2025-12-11 20:40:00;2025-12-11 21:49:27;5
CHM-2056744;QRT-94756;FUN-01568;TV / Controle;Média;2025-11-12 17:32:00;2025-11-12 22:45:51;5
CHM-3404086;QRT-20055;FUN-73856;Elétrica;Alta;2025-12-17 12:39:00;2025-12-17 14:41:59;2
CHM-4465185;QRT-47802;FUN-55799;Ar-condicionado;Baixa;2026-02-22 10:57:00;2026-02-22 17:01:04;3
CHM-2783343;QRT-28319;FUN-96106;Limpeza Extra;Média;2026-05-20 11:15:00;2026-05-20 19:07:57;4
CHM-0962181;QRT-37672;FUN-64755;Wi-Fi;Média;2025-04-07 09:08:00;2025-04-07 14:13:42;5
CHM-9339478;QRT-04414;FUN-52793;Limpeza Extra;Alta;2025-12-02 18:05:00;2025-12-02 18:42:39;4
CHM-8933800;QRT-25905;FUN-69104;Limpeza Extra;Alta;2025-02-09 07:14:00;2025-02-09 07:45:25;4
CHM-9778736;QRT-24810;FUN-37715;Fechadura Eletrônica;Média;2025-05-19 10:00:00;2025-05-19 11:56:04;5
CHM-0906788;QRT-85739;FUN-52793;Limpeza Extra;Média;2025-10-28 11:27:00;2025-10-28 13:05:10;5
CHM-7408017;QRT-06113;FUN-87234;Ar-condicionado;Alta;2025-07-19 08:24:00;2025-07-19 08:50:20;3
CHM-4512329;QRT-62407;FUN-08849;Ar-condicionado;Baixa;2024-10-21 16:09:00;2024-10-22 03:45:42;5
CHM-9240186;QRT-01287;FUN-71493;Fechadura Eletrônica;Alta;2025-03-14 09:56:00;2025-03-14 11:38:17;4
CHM-0617186;QRT-71194;FUN-50800;Elétrica;Média;2025-05-19 23:36:00;2025-05-20 23:15:07;1
CHM-7860432;QRT-07031;FUN-45111;Limpeza Extra;Alta;2024-10-12 23:17:00;2024-10-13 00:28:32;5
CHM-3794850;QRT-21496;FUN-86199;Hidráulica;Baixa;2024-08-05 18:38:00;2024-08-05 22:33:04;5
CHM-5607333;QRT-92558;FUN-67282;Limpeza Extra;Alta;2026-03-19 18:23:00;2026-03-19 20:25:39;3
CHM-0875289;QRT-31930;FUN-78820;Ar-condicionado;Alta;2026-04-24 19:08:00;2026-04-24 20:31:59;5
CHM-9351646;QRT-34521;FUN-64047;Elétrica;Média;2026-02-25 18:51:00;2026-02-26 01:22:48;4
CHM-6282231;QRT-03369;FUN-10947;Wi-Fi;Baixa;2026-06-16 10:04:00;2026-06-17 03:39:45;3
CHM-6320250;QRT-26756;FUN-86199;Fechadura Eletrônica;Média;2026-06-05 14:05:00;2026-06-05 16:45:35;3
CHM-2989270;QRT-19577;FUN-74014;Elétrica;Alta;2024-10-30 07:06:00;2024-10-30 08:46:35;5
CHM-8437208;QRT-43251;FUN-76103;TV / Controle;Baixa;2024-09-08 09:01:00;2024-09-09 05:53:41;5
CHM-2139817;QRT-24337;FUN-23383;Frigobar com Defeito;Baixa;2025-03-09 23:25:00;2025-03-10 05:21:57;5
CHM-0507869;QRT-58511;FUN-73856;TV / Controle;Média;2025-04-07 21:51:00;2025-04-08 03:00:31;4
CHM-3565959;QRT-90111;FUN-50800;Ar-condicionado;Média;2025-03-06 13:08:00;2025-03-06 17:25:18;4
CHM-9920234;QRT-64260;FUN-09324;Ar-condicionado;Baixa;2026-03-06 15:19:00;2026-03-07 12:05:31;4
CHM-9041924;QRT-10817;FUN-28577;Elétrica;Alta;2024-11-29 20:45:00;2024-11-30 03:22:42;2
CHM-4508736;QRT-89443;FUN-22027;TV / Controle;Média;2026-01-09 20:57:00;2026-01-10 00:52:16;5
CHM-0437143;QRT-64332;FUN-08109;Hidráulica;Alta;2026-04-19 09:09:00;2026-04-19 12:10:54;3
CHM-3686062;QRT-85920;FUN-57664;Ar-condicionado;Média;2026-02-02 19:03:00;2026-02-02 20:49:14;4
CHM-0032310;QRT-60845;FUN-29826;Fechadura Eletrônica;Alta;2024-09-26 19:43:00;2024-09-26 21:08:33;4
CHM-8794085;QRT-43677;FUN-69104;Ar-condicionado;Média;2025-08-13 21:53:00;2025-08-14 02:45:53;5
CHM-2507984;QRT-44318;FUN-29826;TV / Controle;Alta;2025-11-10 19:50:00;2025-11-10 21:00:14;5
CHM-0889338;QRT-81045;FUN-32345;Wi-Fi;Baixa;2025-05-06 12:01:00;2025-05-06 17:12:00;5
CHM-4063989;QRT-04443;FUN-90839;Limpeza Extra;Média;2025-01-08 11:38:00;2025-01-09 02:02:38;1
CHM-9094509;QRT-81045;FUN-49170;Limpeza Extra;Baixa;2025-08-08 07:06:00;2025-08-09 04:48:34;4
CHM-0227997;QRT-01798;FUN-15867;Elétrica;Média;2025-01-27 17:26:00;2025-01-27 21:52:02;3
CHM-4258869;QRT-57181;FUN-22027;Elétrica;Média;2024-08-27 10:35:00;2024-08-27 13:18:16;3
CHM-8324502;QRT-31042;FUN-25313;Fechadura Eletrônica;Média;2025-03-08 17:03:00;2025-03-08 22:58:48;5
CHM-1667135;QRT-76445;FUN-21094;Ar-condicionado;Alta;2025-08-07 06:01:00;2025-08-07 08:14:19;2
CHM-5272935;QRT-90947;FUN-52793;TV / Controle;Média;2024-08-20 15:48:00;2024-08-20 19:23:24;4
CHM-8027205;QRT-86876;FUN-48159;Wi-Fi;Média;2024-08-07 07:45:00;2024-08-07 12:12:44;3
CHM-3260505;QRT-99814;FUN-16922;Hidráulica;Média;2025-04-21 08:03:00;2025-04-21 13:22:44;3
CHM-6315062;QRT-37672;FUN-64755;Limpeza Extra;Média;2026-04-18 18:07:00;2026-04-18 20:10:17;5
CHM-9726908;QRT-84220;FUN-37715;Wi-Fi;Baixa;2026-03-20 09:21:00;2026-03-20 13:19:17;3
CHM-8579165;QRT-54489;FUN-22027;Wi-Fi;Baixa;2025-10-18 12:02:00;2025-10-18 19:25:21;4
CHM-6829796;QRT-20896;FUN-32345;Limpeza Extra;Alta;2025-05-30 13:49:00;2025-05-30 14:19:44;5
CHM-5790032;QRT-39575;FUN-69727;TV / Controle;Média;2024-10-17 16:53:00;2024-10-17 21:42:49;4
CHM-5750688;QRT-88284;FUN-19473;Hidráulica;Baixa;2025-07-03 19:13:00;2025-07-04 23:19:51;2
CHM-9972339;QRT-90111;FUN-15867;Limpeza Extra;Alta;2024-11-27 14:42:00;2024-11-27 15:50:45;4
CHM-6290124;QRT-41316;FUN-76103;Hidráulica;Média;2025-10-18 13:24:00;2025-10-18 15:53:07;5
CHM-0709526;QRT-00699;FUN-05739;Ar-condicionado;Média;2024-12-10 18:56:00;2024-12-10 21:24:14;5
CHM-5030847;QRT-75121;FUN-29826;Wi-Fi;Baixa;2025-02-28 15:42:00;2025-03-01 01:30:55;3
CHM-6539588;QRT-76736;FUN-65780;Elétrica;Alta;2024-08-26 13:15:00;2024-08-26 16:22:40;2
CHM-1739108;QRT-41748;FUN-28577;Wi-Fi;Média;2025-08-02 07:54:00;2025-08-02 09:50:39;5
CHM-0342733;QRT-62284;FUN-47371;Limpeza Extra;Média;2025-06-29 14:15:00;2025-06-29 18:38:52;5
CHM-7413448;QRT-67310;FUN-64706;Hidráulica;Média;2024-12-30 17:21:00;2024-12-30 20:28:02;5
CHM-4392718;QRT-90947;FUN-10947;Frigobar com Defeito;Alta;2025-07-28 23:18:00;2025-07-29 00:40:55;5
CHM-2664255;QRT-94225;FUN-16922;Ar-condicionado;Baixa;2025-01-04 17:49:00;2025-01-05 03:20:03;5
CHM-4824917;QRT-51590;FUN-05739;Hidráulica;Média;2026-01-24 06:45:00;2026-01-24 11:08:31;4
CHM-2204844;QRT-74691;FUN-32345;Elétrica;Baixa;2025-03-18 06:59:00;2025-03-18 11:05:46;3
CHM-8629659;QRT-69925;FUN-08486;Elétrica;Baixa;2024-12-21 08:41:00;2024-12-21 13:25:28;5
CHM-2386256;QRT-28645;FUN-09102;Hidráulica;Média;2025-04-24 06:59:00;2025-04-24 10:38:26;5
CHM-4037965;QRT-43677;FUN-09324;Wi-Fi;Baixa;2024-09-15 20:08:00;2024-09-16 05:40:27;3
CHM-3696589;QRT-17495;FUN-67282;Ar-condicionado;Baixa;2025-07-19 13:18:00;2025-07-20 01:20:55;5
CHM-3743008;QRT-03540;FUN-25313;Hidráulica;Baixa;2025-08-27 20:56:00;2025-08-28 09:45:24;5
CHM-8449376;QRT-79165;FUN-15867;Hidráulica;Alta;2025-09-01 15:25:00;2025-09-01 17:09:02;5
CHM-6181974;QRT-03500;FUN-43763;Ar-condicionado;Alta;2024-08-25 23:53:00;2024-08-26 00:33:57;5
CHM-5407647;QRT-53868;FUN-76103;TV / Controle;Alta;2026-04-28 17:03:00;2026-04-28 17:37:46;4
CHM-1705358;QRT-26166;FUN-03036;Limpeza Extra;Alta;2025-11-02 11:19:00;2025-11-02 14:45:29;1
CHM-6268374;QRT-21077;FUN-86194;Limpeza Extra;Média;2025-09-24 17:38:00;2025-09-25 02:03:52;3
CHM-4848724;QRT-29393;FUN-52300;Wi-Fi;Média;2025-05-10 15:44:00;2025-05-10 21:27:17;4
CHM-3589340;QRT-99181;FUN-21094;Wi-Fi;Alta;2024-12-03 12:15:00;2024-12-03 13:22:54;5
CHM-0874375;QRT-34521;FUN-64047;Wi-Fi;Baixa;2025-08-14 15:52:00;2025-08-16 13:36:04;2
CHM-7404055;QRT-66932;FUN-70436;Ar-condicionado;Baixa;2026-06-10 18:00:00;2026-06-11 06:33:56;4
CHM-7894333;QRT-31340;FUN-18700;Hidráulica;Média;2025-05-25 10:56:00;2025-05-25 17:59:46;4
CHM-1812356;QRT-01345;FUN-70436;Ar-condicionado;Baixa;2026-01-20 15:18:00;2026-01-21 17:15:24;1
CHM-2433148;QRT-75043;FUN-37715;Frigobar com Defeito;Média;2024-12-01 17:20:00;2024-12-02 07:56:12;2
CHM-0872857;QRT-43580;FUN-43763;Limpeza Extra;Baixa;2024-10-21 18:17:00;2024-10-23 08:49:34;1
CHM-1237920;QRT-27723;FUN-71181;Fechadura Eletrônica;Baixa;2024-12-31 18:17:00;2025-01-01 02:01:17;5
CHM-9022035;QRT-89410;FUN-08486;Fechadura Eletrônica;Média;2025-10-24 19:48:00;2025-10-24 23:57:12;5
CHM-0176028;QRT-76445;FUN-34079;Ar-condicionado;Média;2026-02-09 09:00:00;2026-02-09 12:33:04;5
CHM-1374015;QRT-26280;FUN-43763;Ar-condicionado;Média;2024-08-20 13:58:00;2024-08-20 16:11:39;4
CHM-2322933;QRT-94991;FUN-10947;Wi-Fi;Baixa;2024-10-06 08:36:00;2024-10-06 19:18:47;5
CHM-8728154;QRT-40043;FUN-05739;Hidráulica;Média;2026-02-11 19:52:00;2026-02-11 21:28:29;5
CHM-7573111;QRT-84072;FUN-22027;Limpeza Extra;Média;2025-06-27 20:52:00;2025-06-28 01:42:06;5
CHM-0032625;QRT-78055;FUN-08109;Ar-condicionado;Média;2025-06-28 09:31:00;2025-06-28 10:04:59;5
CHM-6016487;QRT-72363;FUN-32345;Limpeza Extra;Média;2024-12-19 17:20:00;2024-12-20 00:12:19;4
CHM-3969918;QRT-00593;FUN-09324;TV / Controle;Média;2025-05-15 13:55:00;2025-05-15 15:50:35;4
CHM-1461039;QRT-30636;FUN-34873;TV / Controle;Baixa;2024-07-31 14:04:00;2024-07-31 19:32:18;5
CHM-0751768;QRT-39312;FUN-12576;Hidráulica;Média;2026-06-28 17:58:00;2026-06-29 02:00:52;3
CHM-3108525;QRT-11826;FUN-47371;TV / Controle;Alta;2025-08-30 06:22:00;2025-08-30 07:19:11;5
CHM-9129186;QRT-70680;FUN-89330;Wi-Fi;Média;2024-09-15 19:47:00;2024-09-15 23:02:56;5
CHM-2186415;QRT-94756;FUN-09102;Ar-condicionado;Alta;2024-12-19 10:33:00;2024-12-19 11:04:44;4
CHM-8732205;QRT-98065;FUN-49170;Limpeza Extra;Média;2026-02-15 18:22:00;2026-02-15 20:52:20;5
CHM-3288768;QRT-80306;FUN-52300;Frigobar com Defeito;Média;2024-07-20 15:51:00;2024-07-21 02:45:04;2
CHM-9118153;QRT-11592;FUN-18700;Frigobar com Defeito;Alta;2024-07-06 11:18:00;2024-07-06 12:37:04;5
CHM-7055157;QRT-87466;FUN-08849;Hidráulica;Alta;2026-03-05 06:15:00;2026-03-05 08:06:31;5
CHM-0502314;QRT-58898;FUN-28577;Limpeza Extra;Alta;2025-10-16 20:54:00;2025-10-16 21:15:18;5
CHM-5042129;QRT-63506;FUN-71181;Wi-Fi;Baixa;2025-11-28 19:04:00;2025-11-30 09:21:55;3
CHM-4520827;QRT-46794;FUN-57664;Limpeza Extra;Alta;2025-06-11 22:20:00;2025-06-11 23:07:26;5
CHM-1371582;QRT-23438;FUN-82886;Wi-Fi;Alta;2025-10-12 22:11:00;2025-10-12 22:37:48;5
CHM-6997186;QRT-45132;FUN-23383;Hidráulica;Média;2025-04-15 19:15:00;2025-04-15 22:23:52;4
CHM-3720017;QRT-11218;FUN-45111;Limpeza Extra;Média;2026-04-15 13:40:00;2026-04-15 21:46:28;3
CHM-0759375;QRT-85920;FUN-64755;Elétrica;Média;2026-03-04 22:11:00;2026-03-05 06:02:09;5
CHM-3312980;QRT-86536;FUN-76103;Hidráulica;Baixa;2025-02-18 16:52:00;2025-02-18 22:48:08;5
CHM-1961872;QRT-75121;FUN-69727;Wi-Fi;Média;2025-01-11 08:22:00;2025-01-11 12:33:25;5
CHM-7737901;QRT-17114;FUN-39946;Frigobar com Defeito;Média;2025-02-21 12:41:00;2025-02-21 15:43:17;4
CHM-2821778;QRT-00087;FUN-08109;Ar-condicionado;Alta;2025-04-19 18:17:00;2025-04-19 18:54:31;5
CHM-4069020;QRT-29393;FUN-66580;TV / Controle;Baixa;2025-01-17 08:59:00;2025-01-20 17:13:34;1
CHM-0079604;QRT-96617;FUN-86194;TV / Controle;Alta;2025-10-21 20:17:00;2025-10-21 21:06:14;5
CHM-4832397;QRT-03500;FUN-67282;Ar-condicionado;Média;2025-12-25 07:56:00;2025-12-25 20:25:39;3
CHM-3468780;QRT-42819;FUN-57664;Elétrica;Média;2025-01-19 19:58:00;2025-01-20 00:32:37;5
CHM-8043962;QRT-15710;FUN-57664;Elétrica;Média;2025-09-20 06:54:00;2025-09-20 10:35:33;5
CHM-2620527;QRT-20896;FUN-49170;Ar-condicionado;Baixa;2025-06-26 18:21:00;2025-06-28 09:35:30;3
CHM-9102130;QRT-88654;FUN-28577;Wi-Fi;Média;2024-08-06 11:33:00;2024-08-07 02:27:25;3
CHM-9177282;QRT-44318;FUN-29826;Elétrica;Média;2024-06-30 12:11:00;2024-06-30 15:50:37;5
CHM-1826618;QRT-98284;FUN-96106;Hidráulica;Baixa;2025-01-07 16:34:00;2025-01-09 03:32:39;3
CHM-2399069;QRT-40043;FUN-05739;Wi-Fi;Baixa;2025-07-29 16:54:00;2025-07-30 04:37:50;5
CHM-0720061;QRT-54375;FUN-66580;Ar-condicionado;Baixa;2025-05-26 15:22:00;2025-05-27 05:01:27;5
CHM-8870252;QRT-00593;FUN-86199;Fechadura Eletrônica;Média;2025-04-13 18:21:00;2025-04-14 00:04:15;5
CHM-6039552;QRT-95939;FUN-71181;Ar-condicionado;Média;2026-04-07 16:59:00;2026-04-08 01:43:50;3
CHM-6579105;QRT-96972;FUN-39946;Elétrica;Média;2025-06-15 16:31:00;2025-06-16 08:53:38;1
CHM-0281337;QRT-11649;FUN-18700;Wi-Fi;Média;2025-07-17 18:19:00;2025-07-17 20:39:59;5
CHM-0065501;QRT-09849;FUN-48683;Limpeza Extra;Alta;2024-08-27 09:31:00;2024-08-27 10:48:09;4
CHM-9229230;QRT-12236;FUN-19473;Wi-Fi;Baixa;2025-08-04 07:11:00;2025-08-04 11:26:09;4
CHM-9090081;QRT-03540;FUN-02909;Ar-condicionado;Média;2025-07-04 19:27:00;2025-07-04 22:42:51;4
CHM-3175004;QRT-92321;FUN-10947;Fechadura Eletrônica;Alta;2025-06-11 19:09:00;2025-06-11 20:27:01;5
CHM-4594196;QRT-09785;FUN-18700;Wi-Fi;Média;2025-09-01 13:21:00;2025-09-01 16:31:43;5
CHM-7636204;QRT-74690;FUN-34873;Hidráulica;Baixa;2025-09-12 20:28:00;2025-09-13 22:55:45;2
CHM-2303633;QRT-77305;FUN-48683;Limpeza Extra;Alta;2026-01-17 18:30:00;2026-01-17 20:40:08;1
CHM-8437122;QRT-16535;FUN-65780;Fechadura Eletrônica;Média;2025-10-06 13:20:00;2025-10-07 04:20:49;2
CHM-1657185;QRT-51984;FUN-74014;Frigobar com Defeito;Média;2024-12-30 06:56:00;2024-12-30 09:04:39;5
CHM-3160089;QRT-82654;FUN-71493;Ar-condicionado;Alta;2024-08-24 13:23:00;2024-08-24 15:55:53;3
CHM-5735240;QRT-84837;FUN-23383;Hidráulica;Baixa;2025-08-01 21:11:00;2025-08-02 00:32:07;5
CHM-0408403;QRT-87654;FUN-08849;Hidráulica;Alta;2024-08-08 07:38:00;2024-08-08 08:30:19;3
CHM-7776313;QRT-94862;FUN-69727;Wi-Fi;Baixa;2025-12-03 15:24:00;2025-12-03 23:24:38;4
CHM-4722837;QRT-24929;FUN-15867;Frigobar com Defeito;Baixa;2026-06-07 19:40:00;2026-06-08 17:32:04;4
CHM-2678500;QRT-83665;FUN-74014;Ar-condicionado;Alta;2026-01-15 07:08:00;2026-01-15 07:23:29;5
CHM-7753192;QRT-69411;FUN-48683;TV / Controle;Baixa;2024-10-09 23:30:00;2024-10-10 17:40:41;5
CHM-9089536;QRT-64556;FUN-12040;Limpeza Extra;Média;2025-02-16 16:40:00;2025-02-16 17:46:42;5
CHM-9959709;QRT-51351;FUN-08849;Wi-Fi;Média;2025-04-08 20:05:00;2025-04-09 01:09:51;3
CHM-5445294;QRT-54489;FUN-32345;Hidráulica;Baixa;2025-10-17 14:10:00;2025-10-18 06:01:46;4
CHM-8045895;QRT-65099;FUN-08849;Wi-Fi;Baixa;2025-02-08 20:35:00;2025-02-09 07:14:04;5
CHM-8268886;QRT-86467;FUN-23361;Limpeza Extra;Alta;2026-02-13 06:20:00;2026-02-13 08:55:40;2
CHM-7860233;QRT-59498;FUN-55799;Ar-condicionado;Alta;2025-07-20 16:30:00;2025-07-20 17:05:21;5
CHM-3478349;QRT-29485;FUN-73856;Elétrica;Alta;2026-01-23 18:48:00;2026-01-23 20:16:16;5
CHM-7102170;QRT-42444;FUN-18700;Limpeza Extra;Média;2024-08-17 12:46:00;2024-08-17 17:30:44;4
CHM-0053676;QRT-11218;FUN-89330;Limpeza Extra;Média;2025-09-10 07:43:00;2025-09-10 21:48:48;1
CHM-7093480;QRT-12236;FUN-86194;Elétrica;Alta;2024-06-30 23:32:00;2024-06-30 23:51:45;5
