Reserva_ID;Quarto_ID;Hospede_ID;Canal_Venda;Data_Reserva;Data_Checkin;Data_Checkout;Qtd_Hospedes;Diaria_Media_Cobrada;Status_Reserva
RSV-05361251;QRT-68507;HSP-949432;OTA ViajaMais;2026-03-07;2026-04-17;2026-04-21;2;1416,01;Check-out Realizado
RSV-43869549;QRT-68507;HSP-118324;Site Próprio;2026-03-23;2026-04-24;2026-04-26;1;659,25;No-Show
RSV-81931678;QRT-68507;HSP-805600;OTA BookNow;2026-01-27;2026-04-27;2026-05-01;2;767,76;Check-out Realizado
RSV-54994668;QRT-68507;HSP-290443;OTA BookNow;2026-04-28;2026-05-01;2026-05-05;1;1177,85;Check-out Realizado
RSV-87255870;QRT-68507;HSP-780687;OTA BookNow;2026-03-16;2026-05-08;2026-05-12;2;647,98;Check-out Realizado
RSV-07967261;QRT-68507;HSP-125751;OTA BookNow;2026-04-22;2026-05-15;2026-05-17;1;711,51;Check-out Realizado
RSV-08663670;QRT-68507;HSP-689858;Central Telefônica;2026-05-17;2026-05-23;2026-05-28;2;775,36;Check-out Realizado
RSV-05850309;QRT-68507;HSP-083202;OTA BookNow;2026-03-26;2026-06-03;2026-06-05;1;683,61;Check-out Realizado
RSV-78241449;QRT-68507;HSP-441704;Site Próprio;2026-04-04;2026-06-05;2026-06-07;2;907,99;Check-out Realizado
RSV-68396600;QRT-68507;HSP-441704;OTA BookNow;2026-02-14;2026-06-12;2026-06-17;2;576,72;Check-out Realizado
RSV-38047182;QRT-68507;HSP-324047;Site Próprio;2026-04-03;2026-06-24;2026-07-01;2;640,26;Hospedado
RSV-23087029;QRT-68507;HSP-439866;OTA ViajaMais;2026-05-23;2026-07-04;2026-07-07;2;751,56;Confirmada
RSV-82546144;QRT-68507;HSP-498404;OTA ViajaMais;2026-04-10;2026-07-17;2026-07-22;2;705,03;Confirmada
RSV-00480136;QRT-68507;HSP-951368;Agência de Turismo;2026-05-04;2026-07-31;2026-08-04;1;720,73;Confirmada
RSV-83189262;QRT-68507;HSP-939261;OTA BookNow;2026-06-04;2026-08-13;2026-08-16;2;634,6;Confirmada
RSV-92488618;QRT-68507;HSP-942151;Site Próprio;2026-05-30;2026-08-28;2026-08-31;1;673,4;Confirmada
RSV-28588774;QRT-68507;HSP-162568;OTA ViajaMais;2026-07-13;2026-08-31;2026-09-07;2;659,17;Confirmada
RSV-48045643;QRT-68507;HSP-749529;Agência de Turismo;2026-07-12;2026-09-11;2026-09-16;1;566,93;Confirmada
RSV-83245745;QRT-68507;HSP-715167;Site Próprio;2026-08-11;2026-09-24;2026-09-28;2;674,24;Confirmada
RSV-30704776;QRT-74691;HSP-280313;Balcão;2024-07-03;2024-07-03;2024-07-05;3;950,95;Check-out Realizado
RSV-53014170;QRT-74691;HSP-867343;OTA BookNow;2024-05-08;2024-07-06;2024-07-08;2;1661,59;Check-out Realizado
RSV-51907946;QRT-74691;HSP-513754;OTA ViajaMais;2024-06-13;2024-07-12;2024-07-14;2;977,68;Check-out Realizado
RSV-08978682;QRT-74691;HSP-327122;Site Próprio;2024-04-30;2024-07-15;2024-07-17;3;1110,71;Check-out Realizado
RSV-50047368;QRT-74691;HSP-627137;OTA BookNow;2024-04-22;2024-07-20;2024-07-24;1;832,27;Check-out Realizado
RSV-07424340;QRT-74691;HSP-123518;Site Próprio;2024-05-01;2024-07-27;2024-07-30;1;928,75;Check-out Realizado
RSV-91858038;QRT-74691;HSP-554923;OTA ViajaMais;2024-05-18;2024-08-09;2024-08-13;2;860,28;Check-out Realizado
RSV-52541912;QRT-74691;HSP-388743;OTA BookNow;2024-08-06;2024-08-16;2024-08-19;2;868,61;Check-out Realizado
RSV-84829361;QRT-74691;HSP-767560;Balcão;2024-08-21;2024-08-21;2024-08-23;3;965,46;Check-out Realizado
RSV-64444798;QRT-74691;HSP-531247;OTA BookNow;2024-08-18;2024-08-28;2024-09-01;3;1384,65;Check-out Realizado
RSV-39801507;QRT-74691;HSP-883888;OTA BookNow;2024-05-26;2024-09-06;2024-09-09;1;893,56;Cancelada
RSV-18068953;QRT-74691;HSP-510613;Agência de Turismo;2024-08-06;2024-09-17;2024-09-22;3;819,42;Check-out Realizado
RSV-38777417;QRT-74691;HSP-468317;Balcão;2024-10-04;2024-10-04;2024-10-07;1;1176,48;Check-out Realizado
RSV-07269121;QRT-74691;HSP-146538;Site Próprio;2024-09-03;2024-10-18;2024-10-22;3;861,78;Check-out Realizado
RSV-38251606;QRT-74691;HSP-814655;Agência de Turismo;2024-05-18;2024-11-01;2024-11-06;2;733,52;Check-out Realizado
RSV-96306566;QRT-74691;HSP-888475;Agência de Turismo;2024-05-28;2024-11-09;2024-11-13;3;850,23;Check-out Realizado
RSV-73232723;QRT-74691;HSP-033380;Agência de Turismo;2024-10-22;2024-11-20;2024-11-23;3;909,04;Check-out Realizado
RSV-34863718;QRT-74691;HSP-900194;OTA BookNow;2024-11-13;2024-11-29;2024-12-02;3;2150,5;Check-out Realizado
RSV-00452374;QRT-74691;HSP-092688;Site Próprio;2024-11-10;2024-12-07;2024-12-10;3;1428,39;Check-out Realizado
RSV-53101569;QRT-74691;HSP-692512;Site Próprio;2024-11-05;2024-12-13;2024-12-17;1;1399,22;Check-out Realizado
RSV-41281632;QRT-74691;HSP-633321;OTA ViajaMais;2024-10-10;2024-12-18;2024-12-20;1;1335,03;Check-out Realizado
RSV-53627340;QRT-74691;HSP-410769;Central Telefônica;2024-12-18;2024-12-21;2024-12-23;2;2464,83;Check-out Realizado
RSV-49542242;QRT-74691;HSP-237856;OTA ViajaMais;2024-09-11;2024-12-28;2024-12-30;3;1318,51;Check-out Realizado
RSV-26045295;QRT-74691;HSP-814645;OTA BookNow;2024-11-14;2025-01-01;2025-01-04;1;2135,78;Check-out Realizado
RSV-00846646;QRT-74691;HSP-080594;OTA BookNow;2024-12-18;2025-01-04;2025-01-07;3;2235,65;Check-out Realizado
RSV-40222711;QRT-74691;HSP-302826;OTA BookNow;2024-12-11;2025-01-10;2025-01-17;1;1554,49;Check-out Realizado
RSV-70568879;QRT-74691;HSP-314692;Agência de Turismo;2024-09-10;2025-01-17;2025-01-24;3;2039,08;Check-out Realizado
RSV-50828683;QRT-74691;HSP-079713;OTA BookNow;2024-10-08;2025-01-26;2025-01-29;3;1818,87;Check-out Realizado
RSV-30555218;QRT-74691;HSP-254746;Balcão;2025-01-31;2025-01-31;2025-02-03;2;1835,34;Check-out Realizado
RSV-54174172;QRT-74691;HSP-605767;Balcão;2025-02-07;2025-02-07;2025-02-09;3;1667,11;Check-out Realizado
RSV-21650876;QRT-74691;HSP-786207;Balcão;2025-02-14;2025-02-14;2025-02-17;2;1847,06;Check-out Realizado
RSV-84985479;QRT-74691;HSP-239003;Site Próprio;2025-01-31;2025-02-21;2025-02-23;3;2221,1;Check-out Realizado
RSV-92589655;QRT-74691;HSP-212989;Site Próprio;2025-01-30;2025-02-28;2025-03-02;2;1798,78;Check-out Realizado
RSV-84257653;QRT-74691;HSP-024844;Site Próprio;2025-01-03;2025-03-04;2025-03-06;3;2121,54;Check-out Realizado
RSV-60745210;QRT-74691;HSP-729040;Central Telefônica;2025-02-19;2025-03-07;2025-03-12;2;1237,31;Check-out Realizado
RSV-33176376;QRT-74691;HSP-437246;Site Próprio;2024-12-25;2025-03-15;2025-03-17;2;877,45;Check-out Realizado
RSV-63931436;QRT-74691;HSP-417260;Site Próprio;2025-02-06;2025-03-21;2025-03-28;3;989,98;Check-out Realizado
RSV-60143881;QRT-74691;HSP-799953;OTA BookNow;2025-01-24;2025-03-29;2025-04-01;2;1855,88;Check-out Realizado
RSV-71725890;QRT-74691;HSP-723824;Agência de Turismo;2024-10-25;2025-04-08;2025-04-10;1;753,73;Cancelada
RSV-99383872;QRT-74691;HSP-442002;Site Próprio;2025-03-28;2025-04-18;2025-04-22;3;1093,03;Check-out Realizado
RSV-03778503;QRT-74691;HSP-390861;Balcão;2025-04-29;2025-04-29;2025-05-01;1;916,34;Check-out Realizado
RSV-96298991;QRT-74691;HSP-101371;OTA ViajaMais;2025-03-18;2025-05-09;2025-05-11;1;894,51;Check-out Realizado
RSV-47413276;QRT-74691;HSP-623991;Agência de Turismo;2024-12-21;2025-05-16;2025-05-20;2;865,25;Check-out Realizado
RSV-87390222;QRT-74691;HSP-051661;OTA ViajaMais;2025-02-14;2025-05-30;2025-06-03;2;752,87;Check-out Realizado
RSV-21312805;QRT-74691;HSP-262080;OTA ViajaMais;2025-03-05;2025-06-14;2025-06-16;3;737,2;Check-out Realizado
RSV-76591085;QRT-74691;HSP-974571;OTA ViajaMais;2025-06-04;2025-06-20;2025-06-27;3;845,55;Check-out Realizado
RSV-35719876;QRT-74691;HSP-488927;Site Próprio;2025-04-15;2025-06-27;2025-06-30;2;1111,84;Check-out Realizado
RSV-31254870;QRT-74691;HSP-730113;Site Próprio;2025-04-18;2025-07-05;2025-07-07;1;761,67;Check-out Realizado
RSV-67149664;QRT-74691;HSP-321875;Agência de Turismo;2025-03-25;2025-07-11;2025-07-14;1;901,59;Check-out Realizado
RSV-71595600;QRT-74691;HSP-998419;OTA ViajaMais;2025-05-05;2025-07-18;2025-07-21;1;860,17;Check-out Realizado
RSV-43140264;QRT-74691;HSP-259144;Balcão;2025-07-21;2025-07-21;2025-07-23;1;1104,33;Check-out Realizado
RSV-04528729;QRT-74691;HSP-542916;Central Telefônica;2025-07-16;2025-07-25;2025-08-01;2;964,07;Check-out Realizado
RSV-42388163;QRT-74691;HSP-196158;Site Próprio;2025-05-09;2025-08-02;2025-08-04;1;1311,14;Check-out Realizado
RSV-88189565;QRT-74691;HSP-246857;OTA ViajaMais;2025-06-11;2025-08-15;2025-08-17;2;781,43;Check-out Realizado
RSV-47972117;QRT-74691;HSP-878297;Site Próprio;2025-07-04;2025-08-22;2025-08-27;3;881,78;Check-out Realizado
RSV-22237109;QRT-74691;HSP-926520;OTA BookNow;2025-08-25;2025-08-31;2025-09-03;3;899,71;Check-out Realizado
RSV-98643918;QRT-74691;HSP-210341;OTA ViajaMais;2025-06-05;2025-09-09;2025-09-16;3;734,1;Cancelada
RSV-38640360;QRT-74691;HSP-568168;Central Telefônica;2025-09-01;2025-09-19;2025-09-22;1;827,53;Check-out Realizado
RSV-37170742;QRT-74691;HSP-612877;Site Próprio;2025-07-09;2025-09-24;2025-09-26;2;798,48;Check-out Realizado
RSV-40964634;QRT-74691;HSP-978446;OTA BookNow;2025-07-15;2025-10-01;2025-10-03;3;1421,48;Check-out Realizado
RSV-63182594;QRT-74691;HSP-943124;Site Próprio;2025-08-03;2025-10-03;2025-10-05;1;1487,4;Check-out Realizado
RSV-17606946;QRT-74691;HSP-608352;OTA BookNow;2025-09-17;2025-10-10;2025-10-12;2;1144,48;Check-out Realizado
RSV-12751096;QRT-74691;HSP-362575;Site Próprio;2025-08-08;2025-10-13;2025-10-16;1;1068,13;Check-out Realizado
RSV-08102063;QRT-74691;HSP-694508;Central Telefônica;2025-10-18;2025-10-23;2025-10-27;3;1120,74;Check-out Realizado
RSV-89676938;QRT-74691;HSP-109323;Site Próprio;2025-08-19;2025-10-31;2025-11-04;3;766,88;Check-out Realizado
RSV-46085980;QRT-74691;HSP-992097;Agência de Turismo;2025-05-26;2025-11-14;2025-11-17;1;813,65;Check-out Realizado
RSV-79331745;QRT-74691;HSP-073158;OTA BookNow;2025-11-02;2025-11-21;2025-11-25;3;992,27;Cancelada
RSV-03654597;QRT-74691;HSP-896524;OTA ViajaMais;2025-10-23;2025-12-05;2025-12-07;2;874,95;Check-out Realizado
RSV-15731165;QRT-74691;HSP-644516;OTA BookNow;2025-09-15;2025-12-09;2025-12-12;2;1619,72;Check-out Realizado
RSV-28799946;QRT-74691;HSP-325967;Agência de Turismo;2025-09-02;2025-12-12;2025-12-14;3;1797,3;Check-out Realizado
RSV-12786934;QRT-74691;HSP-707828;OTA ViajaMais;2025-10-09;2025-12-16;2025-12-18;2;1569,77;Check-out Realizado
RSV-87630426;QRT-74691;HSP-608043;Agência de Turismo;2025-10-19;2025-12-21;2025-12-24;1;1662,23;Check-out Realizado
RSV-18202826;QRT-74691;HSP-748734;Central Telefônica;2025-11-25;2025-12-24;2025-12-28;2;1492,72;Check-out Realizado
RSV-11678473;QRT-74691;HSP-213099;Balcão;2025-12-28;2025-12-28;2025-12-30;3;2365,64;Check-out Realizado
RSV-63482223;QRT-74691;HSP-234258;OTA BookNow;2025-10-28;2025-12-30;2026-01-03;1;1862,32;Check-out Realizado
RSV-15091602;QRT-74691;HSP-333705;Site Próprio;2025-11-26;2026-01-05;2026-01-07;1;2157,77;Check-out Realizado
RSV-64407884;QRT-74691;HSP-939990;OTA BookNow;2025-09-16;2026-01-11;2026-01-18;1;1538,58;Check-out Realizado
RSV-93792248;QRT-74691;HSP-482592;OTA BookNow;2025-11-26;2026-01-23;2026-01-26;3;1877,29;Check-out Realizado
RSV-74118528;QRT-74691;HSP-567137;Site Próprio;2025-12-30;2026-01-26;2026-01-28;2;1621,51;Check-out Realizado
RSV-03475097;QRT-74691;HSP-402122;OTA BookNow;2025-12-27;2026-01-28;2026-02-04;2;1471,17;Check-out Realizado
RSV-62004696;QRT-74691;HSP-814866;Central Telefônica;2026-02-08;2026-02-09;2026-02-16;3;1545,98;Check-out Realizado
RSV-72631082;QRT-74691;HSP-790584;Site Próprio;2025-12-12;2026-02-20;2026-02-25;3;2113,32;Check-out Realizado
RSV-46779545;QRT-74691;HSP-896524;Site Próprio;2026-02-13;2026-03-06;2026-03-09;2;1339,1;Check-out Realizado
RSV-22306064;QRT-74691;HSP-877326;Site Próprio;2025-12-15;2026-03-13;2026-03-16;2;975,98;Cancelada
RSV-34737110;QRT-74691;HSP-434886;OTA ViajaMais;2025-12-13;2026-03-20;2026-03-22;3;993,38;Check-out Realizado
RSV-22847601;QRT-74691;HSP-747319;OTA BookNow;2026-01-07;2026-03-22;2026-03-26;3;1213,69;Check-out Realizado
RSV-17311539;QRT-74691;HSP-686533;OTA BookNow;2026-03-21;2026-03-28;2026-04-01;1;1230,59;Check-out Realizado
RSV-78139651;QRT-74691;HSP-959489;OTA ViajaMais;2025-12-30;2026-04-07;2026-04-12;1;773,62;Check-out Realizado
RSV-76589073;QRT-74691;HSP-568168;Balcão;2026-04-17;2026-04-17;2026-04-20;3;1300,82;Check-out Realizado
RSV-00875757;QRT-74691;HSP-209868;Balcão;2026-04-24;2026-04-24;2026-04-27;3;1015,77;Check-out Realizado
RSV-02614122;QRT-74691;HSP-694508;Agência de Turismo;2025-11-28;2026-04-29;2026-05-06;3;760,8;Check-out Realizado
RSV-84900307;QRT-74691;HSP-418332;OTA BookNow;2026-01-25;2026-05-13;2026-05-17;2;753,66;Cancelada
RSV-57473770;QRT-74691;HSP-682657;OTA ViajaMais;2026-01-29;2026-05-17;2026-05-20;2;871,52;Check-out Realizado
RSV-22446351;QRT-74691;HSP-915341;OTA ViajaMais;2026-02-17;2026-05-20;2026-05-23;3;761,23;Check-out Realizado
RSV-02483621;QRT-74691;HSP-234566;Balcão;2026-05-23;2026-05-23;2026-05-27;1;1771,31;Check-out Realizado
RSV-08285304;QRT-74691;HSP-629864;OTA BookNow;2026-04-12;2026-06-05;2026-06-09;3;753,78;Check-out Realizado
RSV-01960243;QRT-74691;HSP-019683;OTA ViajaMais;2026-04-13;2026-06-13;2026-06-18;3;741,4;Check-out Realizado
RSV-53058441;QRT-74691;HSP-729040;OTA ViajaMais;2026-03-04;2026-06-19;2026-06-21;3;714,06;Check-out Realizado
RSV-29470043;QRT-74691;HSP-499102;Balcão;2026-06-30;2026-06-30;2026-07-05;3;940,73;Hospedado
RSV-56717545;QRT-74691;HSP-887825;Balcão;2026-07-06;2026-07-06;2026-07-13;3;1382,55;Confirmada
RSV-93774219;QRT-74691;HSP-250358;OTA BookNow;2026-03-27;2026-07-17;2026-07-20;1;807,75;Cancelada
RSV-69978566;QRT-74691;HSP-635262;OTA BookNow;2026-05-11;2026-07-25;2026-07-28;3;887,32;Confirmada
RSV-94640114;QRT-74691;HSP-507553;OTA ViajaMais;2026-04-29;2026-07-31;2026-08-02;1;870,51;Confirmada
RSV-66128157;QRT-74691;HSP-213928;OTA BookNow;2026-05-10;2026-08-14;2026-08-18;2;749,73;Confirmada
RSV-25003279;QRT-74691;HSP-513577;OTA BookNow;2026-07-11;2026-08-24;2026-08-27;1;790,25;Confirmada
RSV-66827685;QRT-74691;HSP-630095;OTA ViajaMais;2026-08-13;2026-08-29;2026-09-02;2;827,42;Cancelada
RSV-95073232;QRT-74691;HSP-758372;OTA BookNow;2026-07-23;2026-09-11;2026-09-14;2;830,66;Confirmada
RSV-10794352;QRT-74691;HSP-730648;Agência de Turismo;2026-06-19;2026-09-18;2026-09-25;1;744,38;Confirmada
RSV-62467347;QRT-94431;HSP-037531;OTA ViajaMais;2024-06-23;2024-07-08;2024-07-13;3;1179,55;Check-out Realizado
RSV-01822312;QRT-94431;HSP-274429;Site Próprio;2024-05-17;2024-07-14;2024-07-16;3;2509,87;Cancelada
RSV-13783068;QRT-94431;HSP-060487;Site Próprio;2024-04-30;2024-07-21;2024-07-24;1;1154,7;Check-out Realizado
RSV-64600576;QRT-94431;HSP-210907;Central Telefônica;2024-07-13;2024-07-27;2024-08-03;2;1292,0;Cancelada
RSV-39790950;QRT-94431;HSP-249439;Agência de Turismo;2024-02-21;2024-08-05;2024-08-09;1;1659,54;Check-out Realizado
RSV-78234033;QRT-94431;HSP-907650;Site Próprio;2024-07-15;2024-08-14;2024-08-16;2;1764,06;Check-out Realizado
RSV-76895899;QRT-94431;HSP-967498;OTA ViajaMais;2024-06-15;2024-08-17;2024-08-24;3;1534,89;Check-out Realizado
RSV-48134337;QRT-94431;HSP-579234;OTA ViajaMais;2024-07-19;2024-08-27;2024-09-01;2;1803,38;Check-out Realizado
RSV-80947689;QRT-94431;HSP-383334;Balcão;2024-09-04;2024-09-04;2024-09-09;1;1423,01;Check-out Realizado
RSV-51144682;QRT-94431;HSP-032889;OTA BookNow;2024-05-28;2024-09-11;2024-09-13;3;976,67;Check-out Realizado
RSV-78339950;QRT-94431;HSP-106102;OTA ViajaMais;2024-08-08;2024-09-13;2024-09-18;2;1864,12;Check-out Realizado
RSV-05267556;QRT-94431;HSP-874044;Balcão;2024-09-23;2024-09-23;2024-09-26;1;1288,25;Cancelada
RSV-05051427;QRT-94431;HSP-483113;Site Próprio;2024-08-18;2024-09-27;2024-10-01;3;1188,99;Check-out Realizado
RSV-38324021;QRT-94431;HSP-235452;OTA ViajaMais;2024-06-26;2024-10-11;2024-10-16;3;1015,46;Check-out Realizado
RSV-41088487;QRT-94431;HSP-682811;OTA ViajaMais;2024-09-12;2024-10-19;2024-10-22;1;1154,44;Check-out Realizado
RSV-79120893;QRT-94431;HSP-991367;OTA ViajaMais;2024-09-06;2024-10-31;2024-11-03;1;1052,3;Check-out Realizado
RSV-52544930;QRT-94431;HSP-036382;OTA BookNow;2024-10-14;2024-11-09;2024-11-12;2;1686,42;Check-out Realizado
RSV-51690524;QRT-94431;HSP-791185;Site Próprio;2024-09-10;2024-11-16;2024-11-19;2;1134,62;Check-out Realizado
RSV-14460669;QRT-94431;HSP-935573;OTA BookNow;2024-08-22;2024-11-26;2024-12-01;2;1119,67;Check-out Realizado
RSV-66599443;QRT-94431;HSP-689634;OTA ViajaMais;2024-08-31;2024-12-06;2024-12-13;1;2204,46;Cancelada
RSV-15445620;QRT-94431;HSP-883826;OTA BookNow;2024-10-14;2024-12-15;2024-12-18;2;2406,86;Check-out Realizado
RSV-24898311;QRT-94431;HSP-122488;OTA ViajaMais;2024-09-08;2024-12-19;2024-12-21;3;1753,89;Check-out Realizado
RSV-55404275;QRT-94431;HSP-733579;Agência de Turismo;2024-09-03;2024-12-27;2024-12-31;2;2416,24;Check-out Realizado
RSV-02206684;QRT-94431;HSP-937247;OTA BookNow;2024-12-17;2025-01-03;2025-01-06;1;2604,94;Check-out Realizado
RSV-27991745;QRT-94431;HSP-228460;Balcão;2025-01-08;2025-01-08;2025-01-10;1;2412,55;Check-out Realizado
RSV-18314413;QRT-94431;HSP-721837;OTA BookNow;2024-11-19;2025-01-17;2025-01-24;3;2622,31;Check-out Realizado
RSV-77697678;QRT-94431;HSP-614451;Agência de Turismo;2024-09-02;2025-01-24;2025-01-26;1;2411,65;Check-out Realizado
RSV-96267699;QRT-94431;HSP-209986;OTA BookNow;2025-01-01;2025-01-31;2025-02-04;2;2625,87;Check-out Realizado
RSV-20126035;QRT-94431;HSP-967987;Balcão;2025-02-08;2025-02-08;2025-02-11;3;1947,15;Check-out Realizado
RSV-46342543;QRT-94431;HSP-523291;OTA ViajaMais;2024-12-30;2025-02-13;2025-02-20;3;1592,74;Cancelada
RSV-62346355;QRT-94431;HSP-499102;OTA BookNow;2024-12-19;2025-02-21;2025-02-25;3;2170,54;Check-out Realizado
RSV-57149296;QRT-94431;HSP-246857;Agência de Turismo;2024-10-07;2025-03-01;2025-03-04;3;1601,79;Check-out Realizado
RSV-99098835;QRT-94431;HSP-692497;Balcão;2025-03-07;2025-03-07;2025-03-11;1;2606,31;Check-out Realizado
RSV-32955817;QRT-94431;HSP-618461;OTA BookNow;2024-11-19;2025-03-14;2025-03-18;1;1199,26;Check-out Realizado
RSV-93984329;QRT-94431;HSP-749529;Site Próprio;2025-03-07;2025-03-21;2025-03-25;2;1199,53;Check-out Realizado
RSV-15210195;QRT-94431;HSP-493275;OTA ViajaMais;2025-01-03;2025-03-31;2025-04-02;2;1202,57;Check-out Realizado
RSV-10705269;QRT-94431;HSP-224390;Site Próprio;2025-03-31;2025-04-04;2025-04-11;3;1207,95;Check-out Realizado
RSV-45994975;QRT-94431;HSP-610769;OTA BookNow;2024-12-18;2025-04-13;2025-04-17;3;2067,98;Cancelada
RSV-71123652;QRT-94431;HSP-951736;OTA ViajaMais;2025-04-09;2025-04-25;2025-04-30;2;1359,6;Check-out Realizado
RSV-17457392;QRT-94431;HSP-549258;Site Próprio;2025-04-03;2025-05-09;2025-05-12;2;1120,02;Check-out Realizado
RSV-73446975;QRT-94431;HSP-439841;Central Telefônica;2025-04-29;2025-05-16;2025-05-21;2;1083,58;Check-out Realizado
RSV-28851024;QRT-94431;HSP-444282;Site Próprio;2025-05-06;2025-05-31;2025-06-04;2;1049,17;Check-out Realizado
RSV-35843899;QRT-94431;HSP-937732;Site Próprio;2025-04-20;2025-06-10;2025-06-13;3;1019,08;Check-out Realizado
RSV-02105391;QRT-94431;HSP-462431;OTA BookNow;2025-06-07;2025-06-16;2025-06-21;3;1719,88;No-Show
RSV-06909567;QRT-94431;HSP-931999;Central Telefônica;2025-06-12;2025-06-23;2025-06-30;2;1670,63;Check-out Realizado
RSV-08011660;QRT-94431;HSP-261882;OTA ViajaMais;2025-04-30;2025-07-11;2025-07-15;3;1008,26;Check-out Realizado
RSV-07951212;QRT-94431;HSP-402122;Agência de Turismo;2025-06-07;2025-07-25;2025-07-30;1;1062,39;No-Show
RSV-19742561;QRT-94431;HSP-689364;OTA ViajaMais;2025-06-22;2025-08-08;2025-08-15;2;1233,82;Cancelada
RSV-87394399;QRT-94431;HSP-213928;OTA ViajaMais;2025-08-05;2025-08-20;2025-08-22;1;1679,42;Check-out Realizado
RSV-33870275;QRT-94431;HSP-263184;OTA ViajaMais;2025-05-29;2025-08-24;2025-08-28;1;1596,3;Check-out Realizado
RSV-24103417;QRT-94431;HSP-706133;OTA BookNow;2025-07-04;2025-08-30;2025-09-03;2;1041,68;Check-out Realizado
RSV-51606643;QRT-94431;HSP-312199;OTA ViajaMais;2025-05-07;2025-09-03;2025-09-05;3;949,44;Check-out Realizado
RSV-97919193;QRT-94431;HSP-250358;Site Próprio;2025-08-22;2025-09-07;2025-09-11;2;1846,22;Check-out Realizado
RSV-22123125;QRT-94431;HSP-968071;OTA BookNow;2025-06-26;2025-09-11;2025-09-15;1;1230,07;Check-out Realizado
RSV-58288374;QRT-94431;HSP-586338;OTA BookNow;2025-09-19;2025-09-26;2025-09-28;1;1107,15;Check-out Realizado
RSV-51568022;QRT-94431;HSP-014086;OTA BookNow;2025-08-03;2025-10-05;2025-10-09;2;1196,81;Check-out Realizado
RSV-54254411;QRT-94431;HSP-579634;OTA BookNow;2025-07-10;2025-10-15;2025-10-17;2;1261,46;Check-out Realizado
RSV-74053012;QRT-94431;HSP-574868;Balcão;2025-10-24;2025-10-24;2025-10-27;1;2571,3;Check-out Realizado
RSV-38152949;QRT-94431;HSP-186784;OTA ViajaMais;2025-08-12;2025-11-02;2025-11-06;3;1112,31;Check-out Realizado
RSV-21761644;QRT-94431;HSP-315072;Central Telefônica;2025-10-24;2025-11-10;2025-11-13;1;1533,11;Check-out Realizado
RSV-27245834;QRT-94431;HSP-486176;OTA BookNow;2025-08-25;2025-11-14;2025-11-19;1;1492,01;Check-out Realizado
RSV-39815458;QRT-94431;HSP-203254;OTA ViajaMais;2025-09-09;2025-11-22;2025-11-29;3;1210,33;Cancelada
RSV-55065431;QRT-94431;HSP-757522;OTA BookNow;2025-11-10;2025-12-02;2025-12-05;1;2833,77;Check-out Realizado
RSV-64646355;QRT-94431;HSP-188574;OTA BookNow;2025-11-04;2025-12-05;2025-12-09;1;2918,72;Check-out Realizado
RSV-25781727;QRT-94431;HSP-729040;Central Telefônica;2025-11-16;2025-12-10;2025-12-13;1;1737,25;Check-out Realizado
RSV-83313323;QRT-94431;HSP-606099;OTA BookNow;2025-09-10;2025-12-19;2025-12-23;1;2485,6;Check-out Realizado
RSV-77245432;QRT-94431;HSP-594808;Site Próprio;2025-10-23;2025-12-26;2025-12-28;2;1599,98;Check-out Realizado
RSV-53061379;QRT-94431;HSP-383236;Site Próprio;2025-12-25;2026-01-02;2026-01-04;1;2840,54;Check-out Realizado
RSV-35979749;QRT-94431;HSP-861450;Agência de Turismo;2025-09-23;2026-01-09;2026-01-11;1;2290,94;Check-out Realizado
RSV-24509173;QRT-94431;HSP-747435;Site Próprio;2025-12-27;2026-01-12;2026-01-17;3;2444,98;Check-out Realizado
RSV-59485163;QRT-94431;HSP-458549;Site Próprio;2026-01-16;2026-01-23;2026-01-30;3;2976,75;Check-out Realizado
RSV-90602754;QRT-94431;HSP-496619;Site Próprio;2025-11-05;2026-01-30;2026-02-01;1;2696,44;Check-out Realizado
RSV-37344215;QRT-94431;HSP-941167;OTA BookNow;2025-11-01;2026-02-06;2026-02-10;3;2007,01;Check-out Realizado
RSV-41284049;QRT-94431;HSP-101371;Site Próprio;2025-12-30;2026-02-14;2026-02-18;3;1650,43;Check-out Realizado
RSV-68119138;QRT-94431;HSP-689888;Site Próprio;2025-11-26;2026-02-18;2026-02-21;3;2668,31;Check-out Realizado
RSV-71602874;QRT-94431;HSP-974448;Site Próprio;2026-02-13;2026-02-22;2026-02-26;1;2789,12;Check-out Realizado
RSV-70524295;QRT-94431;HSP-956428;Central Telefônica;2026-02-16;2026-02-27;2026-03-03;2;2333,16;Check-out Realizado
RSV-36806505;QRT-94431;HSP-553552;Central Telefônica;2026-02-19;2026-03-05;2026-03-09;1;2015,47;Check-out Realizado
RSV-73687150;QRT-94431;HSP-507407;Site Próprio;2025-12-18;2026-03-09;2026-03-11;1;1204,28;Check-out Realizado
RSV-23386414;QRT-94431;HSP-112906;Site Próprio;2026-02-16;2026-03-15;2026-03-18;2;1266,43;Check-out Realizado
RSV-46378875;QRT-94431;HSP-605922;Agência de Turismo;2025-10-22;2026-03-18;2026-03-21;1;1182,67;Check-out Realizado
RSV-40220497;QRT-94431;HSP-643281;OTA BookNow;2026-02-13;2026-03-27;2026-03-29;2;2851,42;Check-out Realizado
RSV-39494413;QRT-94431;HSP-143490;OTA BookNow;2026-02-27;2026-04-03;2026-04-10;2;1668,39;No-Show
